expansion_id,candidate_id,source,source_record_id,source_year,report_type_if_known,activity_if_known,location_if_known,narrative,source_native_outcome,source_native_classification,duplicate_group,normalized_narrative_sha256,retrieval_strata,primary_stratum,length_band,partition,selection_basis
EXP-V0.4-0358,OSHA-SIR-2022032304,OSHA_SIR,2022032304,2022,Incident,"Struck bump, hole, rough terrain on driving surface, nonroadway","OKLAHOMA CITY, OKLAHOMA","An employee was traveling in an aerial lift when it drove over a bump. The lift basket bounced and the employee fell back in the lift, striking the metal cover for the safety pedal. His leg was broken above the ankle.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ffbdb23a4890,5005ba031fef57ed89f040ab1f29bf9693197c2472e4b0acd48d1a097e10b004,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0359,OSHA-SIR-2020099211,OSHA_SIR,2020099211,2020,Incident,"Direct exposure to electricity, greater than 220 volts","PLEASANT PLAIN, OHIO","A lineman contacted an energized 7,200 single-phase line while pulling copper ground wire. The employee received an electric shock resulting in burns to the right shoulder, neck, chest, shin and thigh.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-3bf111fa1ac5,11783e95308162f1fa4ad5503b84dba645a034e759a17d0856f7537204bb4a9e,LSR04,LSR04,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0360,OSHA-SIR-2017109881,OSHA_SIR,2017109881,2017,Incident,"Fall through surface or existing opening, unspecified","WILLISTON, NORTH DAKOTA","An employee was greasing valves when he lost his footing and fell backward on a fluid pumping trailer. While he was falling, his right leg was caught in a 6-inch gap between the bumper and trailer, breaking his right fibula and tibia.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-a49741054a84,ef4141fa78f6d11a4342c525345c0cfa5d1b14d625832960af7c679648f5247e,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0361,OSHA-SIR-2020065661,OSHA_SIR,2020065661,2020,Incident,Struck against moving part of machinery or equipment,"COLUMBIA, PENNSYLVANIA",An employee was using a grinder to clean a part when the grinding wheel contacted the employee's hand. The employee sustained an open fracture to his left pinky finger.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-67b7ac338492,ea1b36a8e1fefad75d42739e3c39a10ae31da7b151c230d5271ef2ad568ff55d,LSR05,LSR05,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0362,OSHA-SIR-2024043659,OSHA_SIR,2024043659,2024,Incident," Slip, trip, stumble while stepping between levels","MAXWELTON, WEST VIRGINIA","An employee was stepping onto the dock platform when she tripped on a curb and fell onto the platform, fracturing her left femur above the knee.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-5cc1bfc5a664,2e9d4e83bcec42b4d38bfe35487c5a21473270546f609a162ab688ed31104255,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0363,OSHA-SIR-2016021330,OSHA_SIR,2016021330,2016,Incident,Fall or jump curtailed by personal fall arrest system ,"ROSENBERG, TEXAS","An employee had replaced an antenna on a cell phone tower. As he was making his way down the inside section of the tower, he tried to make his way around an obstacle. He went to the outside of the tower to finish the climb down. The employee lost his footing and fell approximately 40 to 50 feet to the ground, suffering a shattered ankle, knee damage, a swollen right arm, and lacerations/contusions to the face. He was equipped and wearing fall protection at the time.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-bce14c2bb74f,0920931fd2212125a9a62b821e52a7621b6af4b076c825a8b25230f467ba71ff,LSR09;HAZARD_TERM_POSSIBLE_NON_SIF,LSR09,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0364,OSHA-SIR-2024032302,OSHA_SIR,2024032302,2024,Incident, Struck by object dropped by person,"ROCKLEDGE, FLORIDA","An employee was on a ladder moving a door when it struck the ladder and the door fell, making contact with another employee causing a bruised shoulder and a fractured T5 vertebra.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f1b86eeaaab5,81ebe830df8fa0db726d7f06144cf7a8a89a4fded6af4b069390dd764ed5ce01,LSR09,LSR09,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0365,OSHA-SIR-2025044024,OSHA_SIR,2025044024,2025,Incident, Other fall to lower level  less than 6 feet,"OKLAHOMA CITY, OKLAHOMA",An employee inspected a machine to see if water leaking from the roof was affecting it and covered the machine with plastic. The employee was descending a 6-foot A-frame ladder when they slipped and fell to the ground from the third or fourth rung from the bottom. The employee sustained a fractured left humerus.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-995861c264db,eb223c27db067cd8f486c44fd4e6f32ade401a2214e5d61b551ee7f75d247a09,LSR09,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0366,OSHA-SIR-2024054799,OSHA_SIR,2024054799,2024,Incident, Fall on same level resulting in exposure or contact ,"EDWARDSVILLE, ILLINOIS",An employee was unloading a door from a cart. The employee tripped and the door fell on him causing a femur fracture.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f5ad1b308cf0,8523cf63d1fef8bf2c4a1fc5d089659d2697e7199eee50daace8eb27d2359e08,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0367,OSHA-SIR-20251010582,OSHA_SIR,20251010582,2025,Incident," Collision with stationary object, nonroadway","PRINCETON, ILLINOIS","An employee was backing up a powered industrial vehicle. Her left hand was caught between the vehicle and a rack, and the wrist was broken.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-5b0455b64618,6848261c643c5dcc9badb8a0a6c04311ce3826349dc547374d64a177aeb66a6c,LSR03;LSR06;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0368,OSHA-SIR-20251111610,OSHA_SIR,20251111610,2025,Incident," Caught, entangled in running powered equipment  normal operation","HAMMOND, WISCONSIN","An employee was packaging a roll. They were applying edge guard to a roll when their right hand became caught between the roll and the packer side idler, resulting in an avulsion to the top of their right hand.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-29b210d75e40,95c0a51f7ce51aff84f1aa7bfaa325bc3b4f3edf8194e1afe595ada91932bde8,LSR06,LSR06,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0369,OSHA-SIR-2018099326,OSHA_SIR,2018099326,2018,Incident,Injured by slipping or swinging object held by injured worker,"WEATHERFORD, OKLAHOMA","While an employee was using a manual post driver, his left middle finger was trapped between the driver and a post. The fingertip was crushed; he was hospitalized, and the tip was medically amputated.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-89fd8819a681,eac2fa6a9783b05d21c19005bbb2b726388ca9e9ee8471418b118e4a51abbf28,LSR03;LSR06;HIGH_RISK,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0370,OSHA-SIR-2019043714,OSHA_SIR,2019043714,2019,Incident,"Water vehicle incident, n.e.c.","BREMERTON, WASHINGTON",An employee was working near a drive shaft on a naval vessel. He ducked under the propulsion shaft and his hard hat struck the shaft causing a broken vertebra in his neck. He was hospitalized.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-7cc18b7ead90,8b048f9243029b511197dcf26251aa8e3c47a4fd3d45186dc8af1a9b1ee1860d,LSR02,LSR02,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0371,OSHA-SIR-2019021565,OSHA_SIR,2019021565,2019,Incident,Fall on same level due to tripping over an object ,"IRVING, TEXAS","An employee was loading packages onto a van. He turned around and was walking on the concrete floor when plastic from pallets he had straightened up caught his legs, causing him to trip and fall to the ground. He suffered a broken left hip.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-3423c80f32ce,067ef27410fec759bba79185513229cbe6235315602f605e123f3da907d94f8b,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0372,OSHA-SIR-2024054608,OSHA_SIR,2024054608,2024,Incident, Struck by running powered equipment  n.e.c.,"KANSAS CITY, MISSOURI","An employee was working with an electric socket gun while training another employee. The trigger on the socket gun was activated and the employee's glove became caught, resulting in an amputation of the right index finger below the knuckle.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-2abd5e9196f2,4d87d78e4d65bf0c28afa2ed112772520e867204f39e8f7a1b55be2b45ee2bf5,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0373,OSHA-SIR-2015063963,OSHA_SIR,2015063963,2015,Incident,"Walking, without other incident-single episode","HOUSTON, TEXAS","A limousine service employee was taking a customer to the airport. After dropping off luggage with the customer, the employee turned to get back into his vehicle and his knee gave out resulting in a broken ankle. The employee was hospitalized overnight.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-d994b0b49af3,4c35275bec49eb2ac6c18c5e46aa1875ed29feb048e23dffd0dda5f986f203f0,LSR03;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0374,OSHA-SIR-2018032567,OSHA_SIR,2018032567,2018,Incident,"Struck by object or equipment, unspecified","PECOS, TEXAS","While in a trench taking a material survey for the next day, an employee was struck by a 1,000-pound electrical panel and caught between the panel and trench wall. The employee sustained multiple rib fractures on both sides, as well as a lacerated liver and spleen.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-0ead29eddb73,f74a71e9201529e1aa4231c6ee82f485f9e5c3047eb0ef6adc601140e4f4687f,LSR06,LSR06,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0375,OSHA-SIR-20221210596,OSHA_SIR,20221210596,2022,Incident,Caught between rolling powered vehicle and other object,"BIRMINGHAM, ALABAMA",A truck driver was picking up a trailer. He was lifting the landing gear of his truck to prepare to hitch the trailer when the truck rolled backward and pinned him against the trailer. The employee sustained multiple fractured ribs.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f3aa57abbeaa,4d0c53862cdf8dcd97e835e5fd2f22c731e88fa3a598c7009e9f43ca66749083,LSR03;LSR06,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0376,OSHA-SIR-2015129858,OSHA_SIR,2015129858,2015,Incident,Pedestrian struck by forward-moving vehicle in roadway,"TENAFLY, NEW JERSEY","An employee was struck by a moving passenger vehicle while crossing the street. The employee was in transport from the new car sales showroom to the used car sales showroom located directly across the street. The employee sustained two broken legs, a broken pelvis, fractured vertebrae, eight broken ribs and a concussion as a result of the incident.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-997d480d38af,ae09525b39aa28d4b5f40f61a7d2c18a9c785b67123ef55cf5805f19f5513d89,LSR03;LSR06,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0377,OSHA-SIR-20241110831,OSHA_SIR,20241110831,2024,Incident," Caught, entangled in running powered equipment  normal operation","SAINT MARYS, GEORGIA","Employee 1 had just finished disassembling a metal girder structure on the ground and had removed the bolts from its metal cross brace. Employee 1 then moved to the left side of the structure. Employee 2 was using a skid steer to pick up the metal cross brace. Once the cross brace was on the forks of the skid steer, employee 1's right leg was caught between the cross brace and the metal girder structure. Employee 1 was hospitalized with a fractured right leg, which required surgery to repair.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9fc1101e40e4,c012f87dafe1a8be494164c1521e3a9397f8cfba035ba76b0464d22c32f39433,LSR06,LSR06,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0378,OSHA-SIR-2023054401,OSHA_SIR,2023054401,2023,Incident,Fall on same level due to tripping over self,"TAMPA, FLORIDA","An employee was getting a bucket to mop up water on a floor. He became dizzy, tripped, and fell, striking the right side of his head on the floor. The employee suffered a head laceration and concussion.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-a1fddbdeed40,ee55a33ae3ab93e0fbd1ba779ca14941bb5eb2e445dc98610e32a8d51cf7a61a,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0379,OSHA-SIR-2024076816,OSHA_SIR,2024076816,2024,Incident, Struck against stationary object  n.e.c.,"MOUNT VERNON, ILLINOIS","An employee was working to free sheets of rubber that were stuck together in a machine. When the sheets popped free, a rubber sheet snapped back and pulled the employee's hands against a non-powered roller resulting in a non-displaced forearm fracture. The machine was not running at the time.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c416571c21c8,d6115b91a5da2f5e6a908479bb27a96fe162da440f73d99e64949b786e417d8c,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0380,OSHA-SIR-20241111001,OSHA_SIR,20241111001,2024,Incident," Collision with stationary object, nonroadway","MIDLAND, GEORGIA","On November 26, 2024, an employee was operating a powered industrial vehicle when his left leg became caught between the vehicle and a wall, resulting in a leg fracture.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-490f0a8c92bc,e49dd92f3aa3d684b5e1acf5a26542a96139a2e913900abe99822c2b31f628d7,LSR03;LSR06,LSR03,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0381,OSHA-SIR-2016076564,OSHA_SIR,2016076564,2016,Incident,"Struck by falling object or equipment, unspecified","MINDEN, LOUISIANA","An employee was welding a trailer sub-frame that weighed approximately 850 - 900 lbs. The sub-frame tipped over and struck the employee before hitting the floor. The employee suffered four fractured vertebrae, a right foot fracture and a fractured left shoulder.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-8146929f832c,af84acc4fe139a9d02cb74833be74eb6642921da07c06466f9b288a5a7389ad2,LSR05,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0382,OSHA-SIR-2019066073,OSHA_SIR,2019066073,2019,Incident,"Other animal bites, nonvenomous","WHITESTONE, NEW YORK","While delivering mail, an employee was bitten by a dog on the right knee and left ear. The employee was hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-8fa2e396a3f7,ab9de961bcd58315256c74ca98eed692e7002bc301d8e11ca61f2abd06ce6d5d,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0383,OSHA-SIR-20181111906,OSHA_SIR,20181111906,2018,Incident,"Struck by swinging or slipping object, other than handheld, n.e.c.","WHITSETT, TEXAS","An employee was rigging down an oil rig mast. While the pin was being removed from the derrick board brace, the derrick board swung and hit the employee in the rib area. The employee suffered contusion and fracture injuries in the rib and chest area.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-5c2a9f3ec3e3,b8d282519d25b44f60ee1e448879a98022953cdc1ae04e471a0246419a74224b,LSR07,LSR07,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0384,OSHA-SIR-20221211240,OSHA_SIR,20221211240,2022,Incident,Pedestrian struck by vehicle backing up in nonroadway area,"HOUSTON, TEXAS","Employee 1 was changing out the propane tank on his forklift while employee 2 was backing up his forklift. Due to heavy rain, there was condensation on the dock surface which caused employee 2's forklift to slide into employee 1, crushing him between the two forklifts. He sustained a pelvic fracture.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-65601883d8dd,ddc7601e3a242c78838f6f14f1720ca3aa5a03db8af05174d970f9fff17ba82b,LSR02;LSR03,LSR02,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0385,OSHA-SIR-2017087567,OSHA_SIR,2017087567,2017,Incident,"Other fall to lower level, unspecified","AMARILLO, TEXAS","An employee was putting product on the shelves of a produce cooler vault when he fell from a step ladder, fracturing his left hip.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-32695ef197c1,e80cd6b9260df81b9db95ccbe7f9cab025434ab39b87c4cb49b2141b84f345a7,LSR02;LSR09,LSR02,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0386,OSHA-SIR-2018077033,OSHA_SIR,2018077033,2018,Incident,"Fall through surface or existing opening, unspecified","RAPID CITY, SOUTH DAKOTA","An employee was standing on the second level of pallet bay racking while removing shelving boards above him. As he moved, the boards he was standing on broke and he fell, breaking his left hip and bruising his upper left arm.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ac89287917a3,a5af27f271288ef445c5e09b9d965014300ddfebf760124026ddca2b48073faf,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0387,OSHA-SIR-20221211005,OSHA_SIR,20221211005,2022,Incident,Other fall to lower level 16 to 20 feet,"ENNIS, TEXAS","Employees were setting an 18-feet-deep trench box. When the trench box was lowered into place, the injured employee began removing the rigging. He lost his footing on the box and fell into the trench, sustaining an ankle dislocation.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-6ec6ea243194,6c7a9dbfc9d782b09f896ec614af1012c6d0c1c95c9f67e6f26128d0bc1c8ba8,LSR07,LSR07,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0388,OSHA-SIR-20241110592,OSHA_SIR,20241110592,2024,Incident, Fall to lower level from collapsing structure or equipment  unspecified,"FENTON, MISSOURI","An employee was installing roof coping on a building. The employee was found on the sidewalk at the jobsite with the extension ladder. He was hospitalized for fractures to the face, ear, clavicle, rib, and vertebrae, as well as a subdural hematoma.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-a8c70f1cfcdd,4b3bfe6f147fc03c428193aabd99b68d20f91a41dfbec94cfcfd157e95adaba2,LSR09,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0389,OSHA-SIR-20181212474,OSHA_SIR,20181212474,2018,Incident,"Hitting, kicking, beating, shoving","BROKEN ARROW, OKLAHOMA",An employee was pushed to the ground during a shoplifting event inquiry. The employee suffered a broken pelvis.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9e295299d3cd,de746fe320478ac593a947fa61f59b1321bc1dd053869b9ae30a9e14953df1eb,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0390,OSHA-SIR-2018088929,OSHA_SIR,2018088929,2018,Incident,"Explosion, n.e.c.","DARLINGTON, WISCONSIN","An employee was dismantling a lubricant barrel with a torch when it exploded. The explosive force blew out the bottom of the drum, which flew up and struck the employee's face, smashing the welding helmet he was wearing, sending him backwards, and causing him to hit his head on the concrete floor. He suffered facial lacerations, a skull fracture, and bleeding on the brain.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f6cd95b2c71d,0c2030518fc1bdc86e771ff2ea870c1fd9323cc11fa8ed21d5a66ad67ae59f55,LSR05,LSR05,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0391,OSHA-SIR-2025066253,OSHA_SIR,2025066253,2025,Incident, Contact with hot objects or substances,"SHEBOYGAN, WISCONSIN","An employee in the melt department was getting ready to put a recirculation pump into the pump housing area. He first put the pump in a cabinet to warm it up to avoid thermal shock. It shifted and the cold refractory contacted the hot metal. Molten metal contacted the employee, resulting in third-degree burns between their knee(s) and ankle(s). The employee was wearing some personal protective equipment (PPE) at the time but this was breached by the molten metal.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-d75cacfdba5e,49d8c4515b1f36ab1ee06bd5d01b59c94e1caf36e7efea601feb8a55ae1b718b,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0392,OSHA-SIR-20251111340,OSHA_SIR,20251111340,2025,Incident, Other fall to lower level  less than 6 feet,"KEENE, NEW HAMPSHIRE",An employee was backing down a step ladder. She fell at the last step and landed on the floor on her right hip. She was hospitalized with a fractured hip requiring surgery.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f3ac558aa647,0cd7f72077ae5d9dbee3f59c95ed01f751ea3fabd97f740ea20fd96059b319ec,LSR03;LSR09,LSR03,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0393,OSHA-SIR-2018033116,OSHA_SIR,2018033116,2018,Incident,"Fire, unspecified","HORN LAKE, MISSISSIPPI","Employees were trying to contain a fire at the bottom of a silo using a water hose. After they contained the fire, an employee opened the silo's side door and a small explosion occurred. One of the employee's suffered second degree burns on the forearms and face (right side).",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-7a375a5fddf4,20fbfb73ee4eab74ff2a76664b881055e00828d6ddeb526408ca9e764875bbd0,LSR02;HIGH_RISK,LSR02,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0394,OSHA-SIR-2016065756,OSHA_SIR,2016065756,2016,Incident,"Slip without fall, n.e.c. ","SUSSEX, WISCONSIN","An employee slipped on a piece of wire covering. He twisted his knee, fracturing his patella and tearing a tendon. He was hospitalized for surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9f6f8df5becc,4848c8a7192188485012b91e99795c5e432e23dd05b55eb2fd4ce80f074b6b53,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0395,OSHA-SIR-2024087182,OSHA_SIR,2024087182,2024,Incident, Contact incidents  unspecified,"SUNNYVALE, TEXAS","An employee was assisting with rigging up the plant with shackles to move it out of the shop when their right thumb became caught in the chain, resulting in amputation to the first knuckle.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-819dd2609e72,dd7b0fedacf7a4bb57309703b171dcd716214e7d4bd679d55a1981c2c8077f23,LSR07,LSR07,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0396,OSHA-SIR-2025076532,OSHA_SIR,2025076532,2025,Incident, Pedestrian struck by forward-moving vehicle in nonroadway area,"GAINESVILLE, TEXAS","A crew stopped operations when rainfall started. The injured employee was putting away tools in the tool truck bed while a pickup truck was driving to the end of the location. When the pickup truck applied the brakes, the mud caused the vehicle to slide. The injured employee was caught between the rear bumper of the tool truck and the front bumper of the sliding pickup truck. The employee sustained fractures to their pelvis and femur.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-24f440bf6ed5,ecadd6f666257caa2badca08b799fe7c23583e06c865d05ab30e503d2086b450,LSR03;LSR06,LSR03,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0397,OSHA-SIR-2017109500,OSHA_SIR,2017109500,2017,Incident,Other jump to lower level 11 to 15 feet ,"CHARLESTON, WEST VIRGINIA","On October 3, 2017, at approximately 10:00 a.m., an employee was descending a ladder when his lanyard became tangled around his feet. He turned and jumped approximately 13 feet, fracturing both of his heels and requiring hospitalization.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-54cd1de3089f,4c7d619b41c974601538edb8f562662a12ed5b6c502749077d252c34f6cf4cb5,LSR09,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0398,OSHA-SIR-2017021034,OSHA_SIR,2017021034,2017,Incident,Other fall to lower level 26 to 30 feet,"HOUSTON, TEXAS","An employee was framing the corner area of an apartment complex on the fourth floor when he fell approximately 30 feet from the edge to the dirt surface below. He broke his left wrist and a bone in his back, requiring hospitalization. Fall protection was not worn at the time of the incident.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-e98be7942014,addf13b6cf98785fe0c6187526d0af14734e551d91cdf976634f65eccb4c133e,LSR09;HAZARD_TERM_POSSIBLE_NON_SIF,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0399,OSHA-SIR-2022010719,OSHA_SIR,2022010719,2022,Incident,Other fall to lower level more than 30 feet,"BLOOMFIELD, CONNECTICUT","An employee was engaged in framing activities and was putting a pre-framed wall panel into position. The employee fell 36 feet to the frozen ground below, suffering lower back fractures.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-41834b5c8390,c916392ef315f78bbf54eda05cadc554ce44b38ac341770f4434828cd10f5a61,HIGH_RISK,HIGH_RISK,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0400,OSHA-SIR-2022109459,OSHA_SIR,2022109459,2022,Incident,Struck by or caught in swinging door or gate,"ROCK ISLAND, ILLINOIS","On October 28, 2022, an employee was lowering a traffic control gate when their right ring finger was caught between the gate and the frame. The employee's finger was amputated.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b0e90d103ba6,37fd1611646f48f33e4e2d0982b9e7645169b81c5761d767db6fec045b46bc68,LSR06,LSR06,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
