report_id,scenario_family,primary_lsr_design,secondary_scenario_design,cohort_id,control_state_design,site_trend_design,word_count,normalized_narrative,observed_risk,observed_sif_decision,observed_assigned_lsr_ids,observed_unavailable_rule_ids,meaningful_hazard_extraction
DEMO500-0072,Energy isolation,LSR04,Hot work,energy_isolation-cohort-1,high,stable,97,"at cedar ridge station in the valve gallery, the technician prepared electrical maintenance during the isolation check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0072 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0073,Hot work,LSR05,none,hot_work-cohort-2,high,rising,86,"at aurora basin in the fabrication bay, the operator prepared driving during the equipment positioning stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0073 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0074,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,high,rising,105,"at aurora basin in the lifting pad, the rigger prepared driving during the task execution stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0074 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0074 was logged.",High,SIF_POTENTIAL,['LSR07'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0075,Driving,LSR03,none,driving-cohort-2,high,rising,90,"at blue mesa yard in the internal access road, the driver prepared hot work during the pre-job setup stage. the equipment was light vehicle and reversing camera. the driver was distracted and the vehicle veered toward a pedestrian. a vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. the expected seatbelt, spotter, speed limit, and journey plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0075 was logged.",High,SIF_POTENTIAL,['LSR03'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0076,Mechanical lifting,LSR07,Confined space,mechanical_lifting-cohort-1,high,rising,110,"at aurora basin in the lifting pad, the inspector prepared mechanical lifting during the task execution stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. a secondary check also covered this area, and the tag line was repositioned before the next lift before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0076 was logged.",High,SIF_POTENTIAL,['LSR07'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0077,Routine work,none,none,routine_work-cohort-2,high,declining,80,"at frostline depot in the workshop aisle, the rigger prepared mechanical lifting during the task execution stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0077 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0078,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,stable,75,"at cedar ridge station in the valve gallery, the rigger prepared mechanical lifting during the post-task check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0078 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0079,Hot work,LSR05,none,hot_work-cohort-2,high,stable,87,"at delta point facility in the fabrication bay, the supervisor prepared inspection during the isolation check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0079 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0080,Energy isolation,LSR04,Confined space,energy_isolation-cohort-2,high,rising,96,"at aurora basin in the valve gallery, the rigger prepared electrical maintenance during the post-task check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0080 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0081,Hot work,LSR05,none,hot_work-cohort-2,high,declining,88,"at echo valley works in the fabrication bay, the rigger prepared hot work during the task execution stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0081 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0082,Hot work,LSR05,none,hot_work-cohort-1,high,stable,88,"at delta point facility in the fabrication bay, the driver prepared mechanical lifting during the post-task check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0082 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0083,Routine work,none,none,routine_work-cohort-2,high,stable,80,"at cedar ridge station in the workshop aisle, the operator prepared driving during the equipment positioning stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0083 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0084,Energy isolation,LSR04,Driving,energy_isolation-cohort-1,high,stable,96,"at cedar ridge station in the valve gallery, the driver prepared drilling during the post-task check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0084 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0085,Routine work,none,none,routine_work-cohort-2,high,stable,81,"at cedar ridge station in the workshop aisle, the supervisor prepared valve maintenance during the pre-job setup stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0085 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0086,Routine work,none,none,routine_work-cohort-2,high,rising,80,"at blue mesa yard in the workshop aisle, the operator prepared inspection during the equipment positioning stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0086 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0087,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-1,high,rising,80,"at aurora basin in the test stand, the inspector prepared inspection during the equipment positioning stage. the equipment was guarded drive, interlock, and control panel. the guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. the expected guard, interlock, test procedure, and stop control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0087 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0088,Line of fire,LSR06,Work authorization,line_of_fire-cohort-2,high,stable,106,"at delta point facility in the pipe rack laydown area, the rigger prepared driving during the post-task check stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. a secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0088 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0089,Driving,LSR03,none,driving-cohort-2,high,rising,104,"at blue mesa yard in the internal access road, the driver prepared pressure testing during the pre-job setup stage. the equipment was light vehicle and reversing camera. the driver was distracted and the vehicle veered toward a pedestrian. a vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. the expected seatbelt, spotter, speed limit, and journey plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0089 was logged. the vehicle was speeding and the driver lost control. demo sequence 0089 was logged.",High,SIF_POTENTIAL,['LSR03'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0090,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-1,high,rising,81,"at aurora basin in the test stand, the inspector prepared valve maintenance during the task execution stage. the equipment was guarded drive, interlock, and control panel. the guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. the expected guard, interlock, test procedure, and stop control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0090 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0091,Energy isolation,LSR04,none,energy_isolation-cohort-1,high,declining,96,"at frostline depot in the valve gallery, the inspector prepared valve maintenance during the equipment positioning stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. demo sequence 0091 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0092,Routine work,none,Driving,routine_work-cohort-2,high,declining,100,"at echo valley works in the workshop aisle, the supervisor prepared drilling during the isolation check stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. a secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0092 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0093,Confined space,LSR02,none,confined_space-cohort-2,high,declining,91,"at frostline depot in the vessel entry station, the rigger prepared valve maintenance during the task execution stage. the equipment was isolated vessel, gas monitor, and ventilation fan. the confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. the expected entry permit, gas test, attendant, and rescue plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0093 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0094,Hot work,LSR05,none,hot_work-cohort-1,high,stable,87,"at delta point facility in the fabrication bay, the driver prepared inspection during the post-task check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0094 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0095,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,high,declining,107,"at echo valley works in the lifting pad, the driver prepared valve maintenance during the pre-job setup stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0095 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0095 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0096,Routine work,none,Work authorization,routine_work-cohort-1,high,stable,101,"at cedar ridge station in the workshop aisle, the inspector prepared pressure testing during the equipment positioning stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. a secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0096 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0097,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-2,high,declining,81,"at frostline depot in the test stand, the operator prepared valve maintenance during the isolation check stage. the equipment was guarded drive, interlock, and control panel. the guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. the expected guard, interlock, test procedure, and stop control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0097 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0098,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,declining,96,"at echo valley works in the valve gallery, the operator prepared driving during the equipment positioning stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. demo sequence 0098 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0099,Confined space,LSR02,none,confined_space-cohort-2,high,rising,92,"at blue mesa yard in the vessel entry station, the supervisor prepared electrical maintenance during the pre-job setup stage. the equipment was isolated vessel, gas monitor, and ventilation fan. the confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. the expected entry permit, gas test, attendant, and rescue plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0099 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0100,Energy isolation,LSR04,Working at height,energy_isolation-cohort-2,high,declining,96,"at frostline depot in the valve gallery, the operator prepared pressure testing during the equipment positioning stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0100 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0101,Driving,LSR03,none,driving-cohort-2,high,stable,104,"at cedar ridge station in the internal access road, the driver prepared hot work during the post-task check stage. the equipment was light vehicle and reversing camera. the driver was distracted and the vehicle veered toward a pedestrian. a vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. the expected seatbelt, spotter, speed limit, and journey plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0101 was logged. the vehicle was speeding and the driver lost control. demo sequence 0101 was logged.",High,SIF_POTENTIAL,['LSR03'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0102,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,high,stable,91,"at delta point facility in the lifting pad, the driver prepared mechanical lifting during the pre-job setup stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0102 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0103,Energy isolation,LSR04,none,energy_isolation-cohort-1,high,stable,96,"at delta point facility in the valve gallery, the technician prepared drilling during the pre-job setup stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. demo sequence 0103 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0104,Energy isolation,LSR04,Hot work,energy_isolation-cohort-1,high,rising,96,"at aurora basin in the valve gallery, the technician prepared mechanical lifting during the pre-job setup stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0104 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0105,Line of fire,LSR06,none,line_of_fire-cohort-2,high,rising,85,"at aurora basin in the pipe rack laydown area, the operator prepared electrical maintenance during the equipment positioning stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0105 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0106,Work authorization,LSR08,none,work_authorization-cohort-1,high,rising,88,"at blue mesa yard in the tie-in work front, the driver prepared valve maintenance during the post-task check stage. the equipment was work package, permit board, and process line. work began without a valid permit after the authorization changed. the technician was at the work front while conditions were not authorized. the expected valid permit, scope check, and authorization handover was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0106 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0107,Energy isolation,LSR04,none,energy_isolation-cohort-1,high,declining,95,"at frostline depot in the valve gallery, the technician prepared drilling during the isolation check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. demo sequence 0107 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0108,Routine work,none,Hot work,routine_work-cohort-1,high,rising,100,"at aurora basin in the workshop aisle, the technician prepared hot work during the pre-job setup stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. a secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0108 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0109,Driving,LSR03,none,driving-cohort-2,high,rising,103,"at aurora basin in the internal access road, the driver prepared mechanical lifting during the pre-job setup stage. the equipment was light vehicle and reversing camera. the driver was distracted and the vehicle veered toward a pedestrian. a vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. the expected seatbelt, spotter, speed limit, and journey plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0109 was logged. the vehicle was speeding and the driver lost control. demo sequence 0109 was logged.",High,SIF_POTENTIAL,['LSR03'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0110,Driving,LSR03,none,driving-cohort-2,high,declining,104,"at echo valley works in the internal access road, the driver prepared hot work during the pre-job setup stage. the equipment was light vehicle and reversing camera. the driver was distracted and the vehicle veered toward a pedestrian. a vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. the expected seatbelt, spotter, speed limit, and journey plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0110 was logged. the vehicle was speeding and the driver lost control. demo sequence 0110 was logged.",High,SIF_POTENTIAL,['LSR03'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0111,Working at height,LSR09,none,working_at_height-cohort-1,high,stable,84,"at delta point facility in the maintenance platform, the driver prepared drilling during the post-task check stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0111 was logged.",High,SIF_POTENTIAL,['LSR09'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0112,Line of fire,LSR06,Energy isolation,line_of_fire-cohort-1,high,declining,106,"at frostline depot in the pipe rack laydown area, the inspector prepared valve maintenance during the task execution stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. a secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0112 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0113,Energy isolation,LSR04,none,energy_isolation-cohort-1,high,declining,75,"at echo valley works in the valve gallery, the driver prepared valve maintenance during the post-task check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0113 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0114,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,high,declining,107,"at echo valley works in the lifting pad, the technician prepared hot work during the isolation check stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0114 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0114 was logged.",High,SIF_POTENTIAL,['LSR07'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0115,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,high,rising,106,"at aurora basin in the lifting pad, the inspector prepared pressure testing during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0115 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0115 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0116,Energy isolation,LSR04,Work authorization,energy_isolation-cohort-1,high,declining,96,"at frostline depot in the valve gallery, the inspector prepared mechanical lifting during the task execution stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0116 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0117,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-2,high,stable,82,"at delta point facility in the test stand, the supervisor prepared pressure testing during the isolation check stage. the equipment was guarded drive, interlock, and control panel. the guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. the expected guard, interlock, test procedure, and stop control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0117 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0118,Routine work,none,none,routine_work-cohort-2,high,declining,80,"at frostline depot in the workshop aisle, the rigger prepared valve maintenance during the task execution stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0118 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0119,Routine work,none,none,routine_work-cohort-2,high,rising,79,"at aurora basin in the workshop aisle, the operator prepared drilling during the equipment positioning stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0119 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0120,Routine work,none,Bypassed safety controls,routine_work-cohort-1,high,declining,100,"at echo valley works in the workshop aisle, the technician prepared drilling during the isolation check stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. a secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0120 was logged.",High,SIF_POTENTIAL,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0121,Energy isolation,LSR04,none,energy_isolation-cohort-1,high,rising,96,"at aurora basin in the valve gallery, the technician prepared valve maintenance during the pre-job setup stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. demo sequence 0121 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
