report_id,report_date,site,activity,report_type,narrative,source
DEMO500-0070,2026-08-10,Frostline Depot,Mechanical Lifting,Unsafe Act,"At Frostline Depot in the fabrication bay, the operator prepared mechanical lifting during the equipment positioning stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0070 was logged.",synthetic_judge_demo_v0_1
DEMO500-0071,2026-08-21,Delta Point Facility,Mechanical Lifting,Unsafe Act,"At Delta Point Facility in the fabrication bay, the technician prepared mechanical lifting during the pre-job setup stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0071 was logged.",synthetic_judge_demo_v0_1
DEMO500-0072,2026-07-23,Cedar Ridge Station,Electrical Maintenance,Near Miss,"At Cedar Ridge Station in the valve gallery, the technician prepared electrical maintenance during the isolation check stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. A secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0072 was logged.",synthetic_judge_demo_v0_1
DEMO500-0073,2026-09-02,Aurora Basin,Driving,Unsafe Condition,"At Aurora Basin in the fabrication bay, the operator prepared driving during the equipment positioning stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0073 was logged.",synthetic_judge_demo_v0_1
DEMO500-0074,2026-08-28,Aurora Basin,Driving,Unsafe Act,"At Aurora Basin in the lifting pad, the rigger prepared driving during the task execution stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0074 was logged. The crane, hoist, and rigging failed while the load was lifted. Demo sequence 0074 was logged.",synthetic_judge_demo_v0_1
DEMO500-0075,2026-09-04,Blue Mesa Yard,Hot Work,Incident,"At Blue Mesa Yard in the internal access road, the driver prepared hot work during the pre-job setup stage. The equipment was light vehicle and reversing camera. The driver was distracted and the vehicle veered toward a pedestrian. A vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. The expected seatbelt, spotter, speed limit, and journey plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0075 was logged.",synthetic_judge_demo_v0_1
DEMO500-0076,2026-08-11,Aurora Basin,Mechanical Lifting,Unsafe Condition,"At Aurora Basin in the lifting pad, the inspector prepared mechanical lifting during the task execution stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. A secondary check also covered this area, and the tag line was repositioned before the next lift before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0076 was logged.",synthetic_judge_demo_v0_1
DEMO500-0077,2026-07-23,Frostline Depot,Mechanical Lifting,Unsafe Act,"At Frostline Depot in the workshop aisle, the rigger prepared mechanical lifting during the task execution stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0077 was logged.",synthetic_judge_demo_v0_1
DEMO500-0078,2026-08-25,Cedar Ridge Station,Mechanical Lifting,Incident,"At Cedar Ridge Station in the valve gallery, the rigger prepared mechanical lifting during the post-task check stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0078 was logged.",synthetic_judge_demo_v0_1
DEMO500-0079,2026-09-02,Delta Point Facility,Inspection,Unsafe Act,"At Delta Point Facility in the fabrication bay, the supervisor prepared inspection during the isolation check stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0079 was logged.",synthetic_judge_demo_v0_1
DEMO500-0080,2026-09-03,Aurora Basin,Electrical Maintenance,Near Miss,"At Aurora Basin in the valve gallery, the rigger prepared electrical maintenance during the post-task check stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. A secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0080 was logged.",synthetic_judge_demo_v0_1
DEMO500-0081,2026-08-11,Echo Valley Works,Hot Work,Unsafe Condition,"At Echo Valley Works in the fabrication bay, the rigger prepared hot work during the task execution stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0081 was logged.",synthetic_judge_demo_v0_1
DEMO500-0082,2026-07-20,Delta Point Facility,Mechanical Lifting,Incident,"At Delta Point Facility in the fabrication bay, the driver prepared mechanical lifting during the post-task check stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0082 was logged.",synthetic_judge_demo_v0_1
DEMO500-0083,2026-09-01,Cedar Ridge Station,Driving,Unsafe Condition,"At Cedar Ridge Station in the workshop aisle, the operator prepared driving during the equipment positioning stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0083 was logged.",synthetic_judge_demo_v0_1
DEMO500-0084,2026-08-21,Cedar Ridge Station,Drilling,Unsafe Condition,"At Cedar Ridge Station in the valve gallery, the driver prepared drilling during the post-task check stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. A secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0084 was logged.",synthetic_judge_demo_v0_1
DEMO500-0085,2026-08-17,Cedar Ridge Station,Valve Maintenance,Incident,"At Cedar Ridge Station in the workshop aisle, the supervisor prepared valve maintenance during the pre-job setup stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0085 was logged.",synthetic_judge_demo_v0_1
DEMO500-0086,2026-08-11,Blue Mesa Yard,Inspection,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, the operator prepared inspection during the equipment positioning stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0086 was logged.",synthetic_judge_demo_v0_1
DEMO500-0087,2026-08-18,Aurora Basin,Inspection,Unsafe Act,"At Aurora Basin in the test stand, the inspector prepared inspection during the equipment positioning stage. The equipment was guarded drive, interlock, and control panel. The guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. The expected guard, interlock, test procedure, and stop control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0087 was logged.",synthetic_judge_demo_v0_1
DEMO500-0088,2026-08-03,Delta Point Facility,Driving,Near Miss,"At Delta Point Facility in the pipe rack laydown area, the rigger prepared driving during the post-task check stage. The equipment was pipe spool and temporary lifting frame. A suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. The expected exclusion zone, tag line, and hands-off positioning was not verified. A secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0088 was logged.",synthetic_judge_demo_v0_1
DEMO500-0089,2026-08-05,Blue Mesa Yard,Pressure Testing,Unsafe Act,"At Blue Mesa Yard in the internal access road, the driver prepared pressure testing during the pre-job setup stage. The equipment was light vehicle and reversing camera. The driver was distracted and the vehicle veered toward a pedestrian. A vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. The expected seatbelt, spotter, speed limit, and journey plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0089 was logged. The vehicle was speeding and the driver lost control. Demo sequence 0089 was logged.",synthetic_judge_demo_v0_1
DEMO500-0090,2026-08-25,Aurora Basin,Valve Maintenance,Unsafe Condition,"At Aurora Basin in the test stand, the inspector prepared valve maintenance during the task execution stage. The equipment was guarded drive, interlock, and control panel. The guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. The expected guard, interlock, test procedure, and stop control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0090 was logged.",synthetic_judge_demo_v0_1
DEMO500-0091,2026-09-09,Frostline Depot,Valve Maintenance,Near Miss,"At Frostline Depot in the valve gallery, the inspector prepared valve maintenance during the equipment positioning stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. The task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. Demo sequence 0091 was logged.",synthetic_judge_demo_v0_1
DEMO500-0092,2026-07-21,Echo Valley Works,Drilling,Incident,"At Echo Valley Works in the workshop aisle, the supervisor prepared drilling during the isolation check stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. A secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0092 was logged.",synthetic_judge_demo_v0_1
DEMO500-0093,2026-09-01,Frostline Depot,Valve Maintenance,Incident,"At Frostline Depot in the vessel entry station, the rigger prepared valve maintenance during the task execution stage. The equipment was isolated vessel, gas monitor, and ventilation fan. The confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. The expected entry permit, gas test, attendant, and rescue plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0093 was logged.",synthetic_judge_demo_v0_1
DEMO500-0094,2026-07-28,Delta Point Facility,Inspection,Near Miss,"At Delta Point Facility in the fabrication bay, the driver prepared inspection during the post-task check stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0094 was logged.",synthetic_judge_demo_v0_1
DEMO500-0095,2026-08-26,Echo Valley Works,Valve Maintenance,Near Miss,"At Echo Valley Works in the lifting pad, the driver prepared valve maintenance during the pre-job setup stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0095 was logged. The crane, hoist, and rigging failed while the load was lifted. Demo sequence 0095 was logged.",synthetic_judge_demo_v0_1
DEMO500-0096,2026-08-12,Cedar Ridge Station,Pressure Testing,Near Miss,"At Cedar Ridge Station in the workshop aisle, the inspector prepared pressure testing during the equipment positioning stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. A secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0096 was logged.",synthetic_judge_demo_v0_1
DEMO500-0097,2026-07-31,Frostline Depot,Valve Maintenance,Unsafe Condition,"At Frostline Depot in the test stand, the operator prepared valve maintenance during the isolation check stage. The equipment was guarded drive, interlock, and control panel. The guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. The expected guard, interlock, test procedure, and stop control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0097 was logged.",synthetic_judge_demo_v0_1
DEMO500-0098,2026-08-04,Echo Valley Works,Driving,Unsafe Condition,"At Echo Valley Works in the valve gallery, the operator prepared driving during the equipment positioning stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. The task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. Demo sequence 0098 was logged.",synthetic_judge_demo_v0_1
DEMO500-0099,2026-08-14,Blue Mesa Yard,Electrical Maintenance,Unsafe Condition,"At Blue Mesa Yard in the vessel entry station, the supervisor prepared electrical maintenance during the pre-job setup stage. The equipment was isolated vessel, gas monitor, and ventilation fan. The confined space entry began without a gas test, attendant, or rescue plan. the entrant was at the vessel opening with a possible toxic atmosphere. The expected entry permit, gas test, attendant, and rescue plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0099 was logged.",synthetic_judge_demo_v0_1
DEMO500-0100,2026-07-21,Frostline Depot,Pressure Testing,Incident,"At Frostline Depot in the valve gallery, the operator prepared pressure testing during the equipment positioning stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. A secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0100 was logged.",synthetic_judge_demo_v0_1
DEMO500-0101,2026-08-06,Cedar Ridge Station,Hot Work,Unsafe Act,"At Cedar Ridge Station in the internal access road, the driver prepared hot work during the post-task check stage. The equipment was light vehicle and reversing camera. The driver was distracted and the vehicle veered toward a pedestrian. A vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. The expected seatbelt, spotter, speed limit, and journey plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0101 was logged. The vehicle was speeding and the driver lost control. Demo sequence 0101 was logged.",synthetic_judge_demo_v0_1
DEMO500-0102,2026-08-14,Delta Point Facility,Mechanical Lifting,Unsafe Condition,"At Delta Point Facility in the lifting pad, the driver prepared mechanical lifting during the pre-job setup stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0102 was logged.",synthetic_judge_demo_v0_1
DEMO500-0103,2026-09-10,Delta Point Facility,Drilling,Incident,"At Delta Point Facility in the valve gallery, the technician prepared drilling during the pre-job setup stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. The task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. Demo sequence 0103 was logged.",synthetic_judge_demo_v0_1
DEMO500-0104,2026-09-07,Aurora Basin,Mechanical Lifting,Unsafe Condition,"At Aurora Basin in the valve gallery, the technician prepared mechanical lifting during the pre-job setup stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. A secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0104 was logged.",synthetic_judge_demo_v0_1
DEMO500-0105,2026-08-27,Aurora Basin,Electrical Maintenance,Unsafe Act,"At Aurora Basin in the pipe rack laydown area, the operator prepared electrical maintenance during the equipment positioning stage. The equipment was pipe spool and temporary lifting frame. A suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. The expected exclusion zone, tag line, and hands-off positioning was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0105 was logged.",synthetic_judge_demo_v0_1
DEMO500-0106,2026-09-03,Blue Mesa Yard,Valve Maintenance,Near Miss,"At Blue Mesa Yard in the tie-in work front, the driver prepared valve maintenance during the post-task check stage. The equipment was work package, permit board, and process line. Work began without a valid permit after the authorization changed. the technician was at the work front while conditions were not authorized. The expected valid permit, scope check, and authorization handover was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0106 was logged.",synthetic_judge_demo_v0_1
DEMO500-0107,2026-08-05,Frostline Depot,Drilling,Incident,"At Frostline Depot in the valve gallery, the technician prepared drilling during the isolation check stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. The task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. Demo sequence 0107 was logged.",synthetic_judge_demo_v0_1
DEMO500-0108,2026-08-26,Aurora Basin,Hot Work,Near Miss,"At Aurora Basin in the workshop aisle, the technician prepared hot work during the pre-job setup stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. A secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0108 was logged.",synthetic_judge_demo_v0_1
DEMO500-0109,2026-09-09,Aurora Basin,Mechanical Lifting,Near Miss,"At Aurora Basin in the internal access road, the driver prepared mechanical lifting during the pre-job setup stage. The equipment was light vehicle and reversing camera. The driver was distracted and the vehicle veered toward a pedestrian. A vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. The expected seatbelt, spotter, speed limit, and journey plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0109 was logged. The vehicle was speeding and the driver lost control. Demo sequence 0109 was logged.",synthetic_judge_demo_v0_1
DEMO500-0110,2026-08-06,Echo Valley Works,Hot Work,Unsafe Condition,"At Echo Valley Works in the internal access road, the driver prepared hot work during the pre-job setup stage. The equipment was light vehicle and reversing camera. The driver was distracted and the vehicle veered toward a pedestrian. A vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. The expected seatbelt, spotter, speed limit, and journey plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0110 was logged. The vehicle was speeding and the driver lost control. Demo sequence 0110 was logged.",synthetic_judge_demo_v0_1
DEMO500-0111,2026-07-24,Delta Point Facility,Drilling,Near Miss,"At Delta Point Facility in the maintenance platform, the driver prepared drilling during the post-task check stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0111 was logged.",synthetic_judge_demo_v0_1
DEMO500-0112,2026-08-18,Frostline Depot,Valve Maintenance,Near Miss,"At Frostline Depot in the pipe rack laydown area, the inspector prepared valve maintenance during the task execution stage. The equipment was pipe spool and temporary lifting frame. A suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. The expected exclusion zone, tag line, and hands-off positioning was not verified. A secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0112 was logged.",synthetic_judge_demo_v0_1
DEMO500-0113,2026-08-25,Echo Valley Works,Valve Maintenance,Unsafe Act,"At Echo Valley Works in the valve gallery, the driver prepared valve maintenance during the post-task check stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0113 was logged.",synthetic_judge_demo_v0_1
DEMO500-0114,2026-09-11,Echo Valley Works,Hot Work,Unsafe Condition,"At Echo Valley Works in the lifting pad, the technician prepared hot work during the isolation check stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0114 was logged. The crane, hoist, and rigging failed while the load was lifted. Demo sequence 0114 was logged.",synthetic_judge_demo_v0_1
DEMO500-0115,2026-08-14,Aurora Basin,Pressure Testing,Unsafe Act,"At Aurora Basin in the lifting pad, the inspector prepared pressure testing during the equipment positioning stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0115 was logged. The crane, hoist, and rigging failed while the load was lifted. Demo sequence 0115 was logged.",synthetic_judge_demo_v0_1
DEMO500-0116,2026-08-11,Frostline Depot,Mechanical Lifting,Unsafe Condition,"At Frostline Depot in the valve gallery, the inspector prepared mechanical lifting during the task execution stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. A secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0116 was logged.",synthetic_judge_demo_v0_1
DEMO500-0117,2026-08-06,Delta Point Facility,Pressure Testing,Unsafe Condition,"At Delta Point Facility in the test stand, the supervisor prepared pressure testing during the isolation check stage. The equipment was guarded drive, interlock, and control panel. The guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. The expected guard, interlock, test procedure, and stop control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0117 was logged.",synthetic_judge_demo_v0_1
DEMO500-0118,2026-08-28,Frostline Depot,Valve Maintenance,Unsafe Condition,"At Frostline Depot in the workshop aisle, the rigger prepared valve maintenance during the task execution stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0118 was logged.",synthetic_judge_demo_v0_1
DEMO500-0119,2026-08-17,Aurora Basin,Drilling,Unsafe Act,"At Aurora Basin in the workshop aisle, the operator prepared drilling during the equipment positioning stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0119 was logged.",synthetic_judge_demo_v0_1
DEMO500-0120,2026-08-14,Echo Valley Works,Drilling,Unsafe Act,"At Echo Valley Works in the workshop aisle, the technician prepared drilling during the isolation check stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. A secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0120 was logged.",synthetic_judge_demo_v0_1
DEMO500-0121,2026-07-21,Aurora Basin,Valve Maintenance,Incident,"At Aurora Basin in the valve gallery, the technician prepared valve maintenance during the pre-job setup stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. The task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. Demo sequence 0121 was logged.",synthetic_judge_demo_v0_1
DEMO500-0122,2026-07-21,Frostline Depot,Driving,Near Miss,"At Frostline Depot in the test stand, the rigger prepared driving during the task execution stage. The equipment was guarded drive, interlock, and control panel. The guard interlock was bypassed and the safety control was disabled. the operator stood beside the moving-part zone. The expected guard, interlock, test procedure, and stop control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0122 was logged.",synthetic_judge_demo_v0_1
DEMO500-0123,2026-08-20,Cedar Ridge Station,Valve Maintenance,Unsafe Condition,"At Cedar Ridge Station in the workshop aisle, the technician prepared valve maintenance during the isolation check stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0123 was logged.",synthetic_judge_demo_v0_1
DEMO500-0124,2026-09-07,Cedar Ridge Station,Valve Maintenance,Near Miss,"At Cedar Ridge Station in the workshop aisle, the supervisor prepared valve maintenance during the isolation check stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. A secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0124 was logged.",synthetic_judge_demo_v0_1
DEMO500-0125,2026-08-21,Delta Point Facility,Driving,Near Miss,"At Delta Point Facility in the fabrication bay, the operator prepared driving during the equipment positioning stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Demo sequence 0125 was logged.",synthetic_judge_demo_v0_1
