incident_id,source,source_record_id,duplicate_group,narrative,rule_id,candidate_evidence_excerpt,original_target,revised_target,mapping_evidence_excerpt,correction_reason,annotation_status,violation_status,label_provenance,annotation_version,partition
OSHA-SIR-20171110645,OSHA_SIR,20171110645,osha-text-939d23b8b3db,"An employee was working inside a power boiler (permit-required confined space) while arc gouging (cutting) a 30-foot long by 27-inch wide I-beam into 5-foot sections. He was standing on the I-beam he was cutting and another I-beam that was positioned 6 inches away. The I-beam he was gouging shifted after he finished cutting through it and moved toward the adjacent I-beam. As the I-beam shifted, it caught his right arm between the I-beams. He sustained third degree burns to his right forearm and hand from the I-beams, which were heated from the arc gouging process.",LSR02,An employee was working inside a power boiler (permit-required confined space) while arc gouging (cutting) a 30-foot long by 27-inch wide I-beam into 5-foot sections.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was working inside a power boiler (permit-required confined space) while arc gouging (cutting) a 30-foot long by 27-inch wide I-beam into 5-foot sections.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2018010994,OSHA_SIR,2018010994,osha-text-0618bfd0cc7c,"An employee was using a high-pressure sprayer to clean inside a vessel when the spray nozzle trigger became stuck. As the employee attempted to loosen it, it sprayed his left leg, cutting it.",LSR02,An employee was using a high-pressure sprayer to clean inside a vessel when the spray nozzle trigger became stuck.,PATTERN_HIT_NOT_A_LABEL,UNKNOWN,,"A confined-space object or activity is mentioned, but the worker's entry/location is not explicit enough to assign relevance.",unresolved,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,
OSHA-SIR-2018032140,OSHA_SIR,2018032140,osha-text-f73324c4d468,"An employee was preparing for a confined space entry and got stuck between two pieces of process equipment resulting in a broken shoulder, lacerations and facial bruising.",LSR02,"An employee was preparing for a confined space entry and got stuck between two pieces of process equipment resulting in a broken shoulder, lacerations and facial bruising.",PATTERN_HIT_NOT_A_LABEL,POSITIVE,"An employee was preparing for a confined space entry and got stuck between two pieces of process equipment resulting in a broken shoulder, lacerations and facial bruising.","The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2018043677,OSHA_SIR,2018043677,osha-text-66dc99f185e7,"An employee was climbing a portable ladder being held by another employee when he slipped and fell 8 feet inside the vessel, injuring his right heel.",LSR02,"An employee was climbing a portable ladder being held by another employee when he slipped and fell 8 feet inside the vessel, injuring his right heel.",PATTERN_HIT_NOT_A_LABEL,POSITIVE,"An employee was climbing a portable ladder being held by another employee when he slipped and fell 8 feet inside the vessel, injuring his right heel.","The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,development
OSHA-SIR-2018066287,OSHA_SIR,2018066287,osha-text-8291cc648100,"An employee was climbing down a ladder to weld a joint inside a tank that was being built when the ladder slipped out from under him. He fell 6 feet, landing on his feet and breaking his tibia in three places.",LSR02,An employee was climbing down a ladder to weld a joint inside a tank that was being built when the ladder slipped out from under him.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was climbing down a ladder to weld a joint inside a tank that was being built when the ladder slipped out from under him.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2018099311,OSHA_SIR,2018099311,osha-text-8b6e7f9746c3,An employee was cleaning inside a tank with a pressure washer. The stream from the washer cut through the employee's right boot and into the employee's foot.,LSR02,An employee was cleaning inside a tank with a pressure washer.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was cleaning inside a tank with a pressure washer.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2019010767,OSHA_SIR,2019010767,osha-text-d5aa47f03196,"An employee was walking across the deck of a barge in the dark to move a vehicle that was in the way of the unloading process. About 6 feet before the employee reached the truck, he stepped into an open deck plate. The employee fell into the tank and dropped about 18 feet down onto an elevated metal platform inside the tank. He fractured both ankles and also sustained bruising on both elbows and forearms; a large contusion to his right shin; and minor bruising on his chest, back, and face.",LSR02,The employee fell into the tank and dropped about 18 feet down onto an elevated metal platform inside the tank.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,The employee fell into the tank and dropped about 18 feet down onto an elevated metal platform inside the tank.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2019043839,OSHA_SIR,2019043839,osha-text-648335b91148,"An employee was vacuuming catalyst inside a confined space. A piece of the catalyst rolled down from the pile and struck his leg, breaking the femur. He was hospitalized.",LSR02,An employee was vacuuming catalyst inside a confined space.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was vacuuming catalyst inside a confined space.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2019043843,OSHA_SIR,2019043843,osha-text-3df5dd68c99c,"An employee of Apache Scaffold was disassembling a scaffold when he fell 20-40 feet inside a confined space boiler, suffering multiple injuries.",LSR02,"An employee of Apache Scaffold was disassembling a scaffold when he fell 20-40 feet inside a confined space boiler, suffering multiple injuries.",PATTERN_HIT_NOT_A_LABEL,POSITIVE,"An employee of Apache Scaffold was disassembling a scaffold when he fell 20-40 feet inside a confined space boiler, suffering multiple injuries.","The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2019044282,OSHA_SIR,2019044282,osha-text-eb519e2c3d69,"An employee was welding the outside of a tank. Developer fumes within the tank ignited and the employee suffered burns to the right hand, arm, and shoulder.",LSR02,"Developer fumes within the tank ignited and the employee suffered burns to the right hand, arm, and shoulder.",PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,evaluation
OSHA-SIR-2019065644,OSHA_SIR,2019065644,osha-text-305e04955c4a,An employee was using a plasma cutter to cut a hole for a fitting. The plasma cutter penetrated the tank wall and residue within the tank ignited. A flame shot out of the hole and burned the employee.,LSR02,The plasma cutter penetrated the tank wall and residue within the tank ignited.,PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,development
OSHA-SIR-20191111856,OSHA_SIR,20191111856,osha-text-57b7757e6dfd,"An employee had completed a welding job inside an industrial boiler and was removing a bladder from a water pipe, as the last step, and was outside the confined space when hot water spewed out, causing second and third degree burns to his right hand.",LSR02,"An employee had completed a welding job inside an industrial boiler and was removing a bladder from a water pipe, as the last step, and was outside the confined space when hot water spewed out, causing second and third degree burns to his right hand.",PATTERN_HIT_NOT_A_LABEL,POSITIVE,"An employee had completed a welding job inside an industrial boiler and was removing a bladder from a water pipe, as the last step, and was outside the confined space when hot water spewed out, causing second and third degree burns to his right hand.","The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,development
OSHA-SIR-2020010340,OSHA_SIR,2020010340,osha-text-398415062cd3,"An employee was inspecting the inside of a new tank car. He attempted to maneuver around another employee inside the tank car when he slipped and fell, suffering a femoral neck fracture.",LSR02,"He attempted to maneuver around another employee inside the tank car when he slipped and fell, suffering a femoral neck fracture.",PATTERN_HIT_NOT_A_LABEL,POSITIVE,"He attempted to maneuver around another employee inside the tank car when he slipped and fell, suffering a femoral neck fracture.","The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2020010657,OSHA_SIR,2020010657,osha-text-748ada35278b,"An employee was using a feeding hose to remove material from a tank when a flash fire occurred within the tank and contacted the employee's face, causing second degree burns.",LSR02,"An employee was using a feeding hose to remove material from a tank when a flash fire occurred within the tank and contacted the employee's face, causing second degree burns.",PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,frozen_human_validation_excluded
OSHA-SIR-2020021364,OSHA_SIR,2020021364,osha-text-0a215b8fd24e,"An employee entered a silo (tank) to clean the remainder of the grain from it and handle the sweeper machine. While the other sweepers were operating, he stepped back and his foot went inside the sweeper. The sweeper machine caught his boot first and then his foot, causing an open wound and broken bone.",LSR02,An employee entered a silo (tank) to clean the remainder of the grain from it and handle the sweeper machine.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee entered a silo (tank) to clean the remainder of the grain from it and handle the sweeper machine.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2020032126,OSHA_SIR,2020032126,osha-text-f3aa73e9ee41,"Employee 1 was using a front-end loader inside a concrete storage bin to scoop up a boulder of burnt soybeans that had clumped together. Employee 1 could not scoop the boulder into the front-end loader's bucket. The confined space attendant and a supervisor went into the storage bin to assist the front-end loader in scooping the boulder into its bucket. Another soybean boulder, weighing approximately 100 pounds, fell down and hit the attendant and the supervisor and they both sustained fractures to the pelvis. One employee was hospitalized.",LSR02,The confined space attendant and a supervisor went into the storage bin to assist the front-end loader in scooping the boulder into its bucket.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,The confined space attendant and a supervisor went into the storage bin to assist the front-end loader in scooping the boulder into its bucket.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,evaluation
OSHA-SIR-2020032439,OSHA_SIR,2020032439,osha-text-f5f8d66910c1,"An employee was traveling upward on an aerial lift inside a tank. The lift stalled at a height of about 57 feet, then fell. The employee fell with the basket to the floor of the tank, breaking both feet and both ankles and suffering lacerations and five broken vertebrae.",LSR02,An employee was traveling upward on an aerial lift inside a tank.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was traveling upward on an aerial lift inside a tank.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,evaluation
OSHA-SIR-2020065716,OSHA_SIR,2020065716,osha-text-a4e385e4c9d1,An employee was assisting in the loading of raw milk onto a truck when the pressure within the tank equalized and the pressure relief valve shut. The employee's right index finger was caught in the valve and the fingertip was amputated.,LSR02,An employee was assisting in the loading of raw milk onto a truck when the pressure within the tank equalized and the pressure relief valve shut.,PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2020087689,OSHA_SIR,2020087689,osha-text-8b3fec81a862,"On August 13, 2020, the employee was repairing a leak on an aluminum tanker truck that previously hauled gasoline and diesel fuel. The employee was welding the cracked area when an explosion occurred within the confined space of the tanker. The force from the explosion caused the front head of the tank to blow out toward the victim. The victim was crushed in the rear of the tank and lost consciousness. The employee was hospitalized for traumatic brain injuries, broken ribs and a broken collarbone.",LSR02,The employee was welding the cracked area when an explosion occurred within the confined space of the tanker.,PATTERN_HIT_NOT_A_LABEL,UNKNOWN,,"A confined-space object or activity is mentioned, but the worker's entry/location is not explicit enough to assign relevance.",unresolved,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,
OSHA-SIR-2020109746,OSHA_SIR,2020109746,osha-text-86e6cc975e0a,An employee was steaming the inside of a production tank when a flash fire occurred inside the tank. The employee suffered second-degree burns to the face and third-degree burns to the hands.,LSR02,An employee was steaming the inside of a production tank when a flash fire occurred inside the tank.,PATTERN_HIT_NOT_A_LABEL,UNKNOWN,,"A confined-space object or activity is mentioned, but the worker's entry/location is not explicit enough to assign relevance.",unresolved,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,
OSHA-SIR-2021032157,OSHA_SIR,2021032157,osha-text-123e507179d8,An employee was using a ladder to get inside a manhole to measure a pipe that was being replaced. The employee fell from the ladder to the ground and suffered a compression fracture in their back. The employee was hospitalized.,LSR02,An employee was using a ladder to get inside a manhole to measure a pipe that was being replaced.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was using a ladder to get inside a manhole to measure a pipe that was being replaced.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-20211210729,OSHA_SIR,20211210729,osha-text-065b778b8904,"On December 14, 2021, a temporary employee was outside loading ore from the train into the conveyor system. The employee entered a confined space to clean ore from the wheel of the conveyor belt system when their arm was pulled into the conveyor. The employee was hospitalized for right arm fractures, contusions, and facial lacerations.",LSR02,The employee entered a confined space to clean ore from the wheel of the conveyor belt system when their arm was pulled into the conveyor.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,The employee entered a confined space to clean ore from the wheel of the conveyor belt system when their arm was pulled into the conveyor.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,evaluation
OSHA-SIR-2022053986,OSHA_SIR,2022053986,osha-text-fd652282c20a,"A crew was removing an internal chevron in a confined space (vessel). The injured employee, a boilermaker, placed the internal chevon on a stringer light cord belonging to another contractor. The chevron damaged the light cord's insulation. The injured employee sustained electric shock and pain in his lower left leg resulting in hospitalization.",LSR02,A crew was removing an internal chevron in a confined space (vessel).,PATTERN_HIT_NOT_A_LABEL,POSITIVE,A crew was removing an internal chevron in a confined space (vessel).,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2022065267,OSHA_SIR,2022065267,osha-text-421bfa9b1227,"An employee was making confined space entries to clean a tank when they began to experience symptoms of heat-related illness, cramps, and heat exhaustion. The employee was hospitalized.",LSR02,"An employee was making confined space entries to clean a tank when they began to experience symptoms of heat-related illness, cramps, and heat exhaustion.",PATTERN_HIT_NOT_A_LABEL,POSITIVE,"An employee was making confined space entries to clean a tank when they began to experience symptoms of heat-related illness, cramps, and heat exhaustion.","The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2022086760,OSHA_SIR,2022086760,osha-text-8813c7ed2b5f,"An employee was working inside a silo to install an aeration/unload system. He stepped over an aeration tube, fell, and struck his chest on the tube, resulting in a bruised or fractured sternum.",LSR02,An employee was working inside a silo to install an aeration/unload system.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was working inside a silo to install an aeration/unload system.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-20221210749,OSHA_SIR,20221210749,osha-text-ab963d3a0c26,"An employee was working from a bosun's chair in a confined space when the chair failed. The employee was lowered to the bottom of the space, where he stood in hot coke while trying to repair the chair. When the employee could not repair the chair, he requested rescue and was pulled from the space. The employee was hospitalized for burns to their feet, hands, back, and buttocks.",LSR02,An employee was working from a bosun's chair in a confined space when the chair failed.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was working from a bosun's chair in a confined space when the chair failed.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2023065484,OSHA_SIR,2023065484,osha-text-dc049331b5cc,"Employees were cleaning a storage tank for petroleum. Employee 1 was inside the tank and employee 2 was outside the tank approximately 30 to 40 feet away when a flash fire occurred. The force of the fire/explosion threw employee 1 into a wall. Employee 1 sustained fractures to the left collar bone and left ribs, a dislocated right elbow, a lacerated left ear, and burns. Employee 2 sustained second-and-third- degree burns to the face, chest, hands, and fingers.",LSR02,Employee 1 was inside the tank and employee 2 was outside the tank approximately 30 to 40 feet away when a flash fire occurred.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,Employee 1 was inside the tank and employee 2 was outside the tank approximately 30 to 40 feet away when a flash fire occurred.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,evaluation
OSHA-SIR-2023099055,OSHA_SIR,2023099055,osha-text-4d431fce7e88,"An employee was exiting a confined space while carrying a pressure gun when the trigger activated. Water penetrated the employee's left arm, resulting in injury.",LSR02,An employee was exiting a confined space while carrying a pressure gun when the trigger activated.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was exiting a confined space while carrying a pressure gun when the trigger activated.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-20231010049,OSHA_SIR,20231010049,osha-text-81a59b66c12d,An employee was rolling up a power cord inside the tank of a vessel when they stepped backward into a manhole behind them. The employee fell through the hole inside the tank of the vessel and sustained fractures to the shoulder as well as swelling of the left side of the back.,LSR02,An employee was rolling up a power cord inside the tank of a vessel when they stepped backward into a manhole behind them.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was rolling up a power cord inside the tank of a vessel when they stepped backward into a manhole behind them.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,frozen_human_validation_excluded
OSHA-SIR-2023109880,OSHA_SIR,2023109880,osha-text-635ccf6a9a6f,"Two employees were removing residual hot mix asphalt with a torch inside a silo before mixing a new batch of asphalt. The asphalt became hot enough to ignite fumes inside the silo, which resulted in a flash fire. Both employees sustained burns to their hands, arms, and face.",LSR02,Two employees were removing residual hot mix asphalt with a torch inside a silo before mixing a new batch of asphalt.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,Two employees were removing residual hot mix asphalt with a torch inside a silo before mixing a new batch of asphalt.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,development
OSHA-SIR-20231110758,OSHA_SIR,20231110758,osha-text-3a8c4c22abe9,"On November 22, 2023, a grain truck driver entered the tank and used a broom to sweep out the tank. Their foot became caught in the auger, resulting in a laceration to their ankle. The employee used their opposite leg to pull their ankle free and sustained a broken femur.",LSR02,"On November 22, 2023, a grain truck driver entered the tank and used a broom to sweep out the tank.",PATTERN_HIT_NOT_A_LABEL,POSITIVE,"On November 22, 2023, a grain truck driver entered the tank and used a broom to sweep out the tank.","The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-20231211394,OSHA_SIR,20231211394,osha-text-95dac973be69,An employee wearing a blasting hood was preparing to blast inside a tank. The line that supplies the hood with breathing air was plugged into an argon line. The employee breathed the argon gas and fell. The employee was hospitalized for argon poisoning.,LSR02,An employee wearing a blasting hood was preparing to blast inside a tank.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee wearing a blasting hood was preparing to blast inside a tank.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-20231211748,OSHA_SIR,20231211748,osha-text-217a25ca1bf9,"An employee was preparing a tank car for loading while chipping away solidified product in the manway opening of the tank car. A pressure noise within the tank car startled the employee, causing him to stumble backward and fall approximately 10 feet over the guard railing at the chemical loading rack to the ground. The employee suffered fractured vertebrae, a fractured right wrist and ankle, and a dislocated jaw.",LSR02,"A pressure noise within the tank car startled the employee, causing him to stumble backward and fall approximately 10 feet over the guard railing at the chemical loading rack to the ground.",PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,development
OSHA-SIR-2024010582,OSHA_SIR,2024010582,osha-text-fc4a77d58cce,An employee was transferring oil into a storage tank by hose from a 55-gallon drum. A reaction occurred inside the tank causing steam to be released through the tank's open cap. The employee sustained second-degree burns to the face.,LSR02,A reaction occurred inside the tank causing steam to be released through the tank's open cap.,PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2024088010,OSHA_SIR,2024088010,osha-text-01a15c878b84,"Three employees were removing a cover from an oil well storage tank. Some of the bolts were corroded, so the employees used an electric grinder to remove the bolts. Sparks from the grinding wheel ignited liquid/fumes inside the tank, causing the tank to explode. One employee received severe burns to over 70% of their body.",LSR02,"Sparks from the grinding wheel ignited liquid/fumes inside the tank, causing the tank to explode.",PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,frozen_human_validation_excluded
OSHA-SIR-2025010469,OSHA_SIR,2025010469,osha-text-81122bbf73e8,"Employees were welding and sandblasting a heat treater. A flash fire occurred inside the tank, and an employee suffered burns to the face and a wrist.",LSR02,"A flash fire occurred inside the tank, and an employee suffered burns to the face and a wrist.",PATTERN_HIT_NOT_A_LABEL,UNKNOWN,,"A confined-space object or activity is mentioned, but the worker's entry/location is not explicit enough to assign relevance.",unresolved,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,
OSHA-SIR-2025032311,OSHA_SIR,2025032311,osha-text-84a825030ee8,"An employee was welding pipe in a pan vessel. While the employee was repositioning, a component inside the vessel shifted. The employee was wedged between the component and the vessel and suffered two broken back vertebrae. He was hospitalized.",LSR02,"While the employee was repositioning, a component inside the vessel shifted.",PATTERN_HIT_NOT_A_LABEL,POSITIVE,"While the employee was repositioning, a component inside the vessel shifted.","The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2025043816,OSHA_SIR,2025043816,osha-text-f001ace993e6,"An employee was performing abrasive blasting operations within a confined space onboard a naval vessel when the end of the abrasive blast hose slipped from his hand. The employee went to catch the abrasive blast hose with his right hand, missed the end of the hose, and caught the end of the abrasive blast hose in the bend of his right elbow. The abrasive material caused lacerations and contusions to his inner arm. The employee was hospitalized and required surgery.",LSR02,An employee was performing abrasive blasting operations within a confined space onboard a naval vessel when the end of the abrasive blast hose slipped from his hand.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,An employee was performing abrasive blasting operations within a confined space onboard a naval vessel when the end of the abrasive blast hose slipped from his hand.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2025054203,OSHA_SIR,2025054203,osha-text-edcd536ecc80,Employees were conducting maintenance on the clogged vent pipe of an asphalt distributor truck. The employees went to unclog the tank using a propane torch and a piece of steel rebar. They heated the tip of the rebar with the torch and put it inside the tank. An explosion and a fire occurred. Two employees were injured; one employee was hospitalized with fractured bones and first- and second-degree burns.,LSR02,They heated the tip of the rebar with the torch and put it inside the tank.,PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
