candidate_id,final_sif_label,source,source_record_id,event_group
OSHA-SIR-2024054149,NON_SIF_POTENTIAL,OSHA_SIR,2024054149,event_group_0099
OSHA-SIR-2024054307,NON_SIF_POTENTIAL,OSHA_SIR,2024054307,event_group_0039
OSHA-SIR-2024054394,NON_SIF_POTENTIAL,OSHA_SIR,2024054394,event_group_0091
OSHA-SIR-2024054402,SIF_POTENTIAL,OSHA_SIR,2024054402,event_group_0055
OSHA-SIR-2024054524,NON_SIF_POTENTIAL,OSHA_SIR,2024054524,event_group_0101
OSHA-SIR-2024065056,SIF_POTENTIAL,OSHA_SIR,2024065056,event_group_0130
OSHA-SIR-2024065079,SIF_POTENTIAL,OSHA_SIR,2024065079,event_group_0112
OSHA-SIR-2024065117,SIF_POTENTIAL,OSHA_SIR,2024065117,event_group_0045
OSHA-SIR-2024065298,SIF_POTENTIAL,OSHA_SIR,2024065298,event_group_0058
OSHA-SIR-2024065474,SIF_POTENTIAL,OSHA_SIR,2024065474,event_group_0029
OSHA-SIR-2024065679,NON_SIF_POTENTIAL,OSHA_SIR,2024065679,event_group_0063
OSHA-SIR-2024065810,SIF_POTENTIAL,OSHA_SIR,2024065810,event_group_0051
OSHA-SIR-2024075952,SIF_POTENTIAL,OSHA_SIR,2024075952,event_group_0103
OSHA-SIR-2024076038,SIF_POTENTIAL,OSHA_SIR,2024076038,event_group_0031
OSHA-SIR-2024076231,NON_SIF_POTENTIAL,OSHA_SIR,2024076231,event_group_0100
OSHA-SIR-2024076544,NON_SIF_POTENTIAL,OSHA_SIR,2024076544,event_group_0105
OSHA-SIR-2024087108,SIF_POTENTIAL,OSHA_SIR,2024087108,event_group_0110
OSHA-SIR-2024087293,NON_SIF_POTENTIAL,OSHA_SIR,2024087293,event_group_0025
OSHA-SIR-2024098218,SIF_POTENTIAL,OSHA_SIR,2024098218,event_group_0047
OSHA-SIR-2024098252,NON_SIF_POTENTIAL,OSHA_SIR,2024098252,event_group_0062
OSHA-SIR-2024098429,NON_SIF_POTENTIAL,OSHA_SIR,2024098429,event_group_0094
OSHA-SIR-2024098520,SIF_POTENTIAL,OSHA_SIR,2024098520,event_group_0038
OSHA-SIR-2024098909,SIF_POTENTIAL,OSHA_SIR,2024098909,event_group_0128
OSHA-SIR-2024098993,SIF_POTENTIAL,OSHA_SIR,2024098993,event_group_0093
OSHA-SIR-2024109364,SIF_POTENTIAL,OSHA_SIR,2024109364,event_group_0082
OSHA-SIR-2024109712,NON_SIF_POTENTIAL,OSHA_SIR,2024109712,event_group_0115
OSHA-SIR-2024109910,NON_SIF_POTENTIAL,OSHA_SIR,2024109910,event_group_0131
OSHA-SIR-2024109936,SIF_POTENTIAL,OSHA_SIR,2024109936,event_group_0069
OSHA-SIR-20241110910,SIF_POTENTIAL,OSHA_SIR,20241110910,event_group_0052
OSHA-SIR-20241211220,SIF_POTENTIAL,OSHA_SIR,20241211220,event_group_0098
OSHA-SIR-20241211244,SIF_POTENTIAL,OSHA_SIR,20241211244,event_group_0126
OSHA-SIR-20241211420,NON_SIF_POTENTIAL,OSHA_SIR,20241211420,event_group_0136
OSHA-SIR-20241211880,SIF_POTENTIAL,OSHA_SIR,20241211880,event_group_0072
OSHA-SIR-2025010579,SIF_POTENTIAL,OSHA_SIR,2025010579,event_group_0125
OSHA-SIR-2025010866,NON_SIF_POTENTIAL,OSHA_SIR,2025010866,event_group_0078
OSHA-SIR-2025021422,SIF_POTENTIAL,OSHA_SIR,2025021422,event_group_0015
OSHA-SIR-2025021657,SIF_POTENTIAL,OSHA_SIR,2025021657,event_group_0124
OSHA-SIR-2025021658,SIF_POTENTIAL,OSHA_SIR,2025021658,event_group_0104
OSHA-SIR-2025032244,SIF_POTENTIAL,OSHA_SIR,2025032244,event_group_0109
OSHA-SIR-2025032361,SIF_POTENTIAL,OSHA_SIR,2025032361,event_group_0090
OSHA-SIR-2025032390,SIF_POTENTIAL,OSHA_SIR,2025032390,event_group_0064
OSHA-SIR-2025032450,NON_SIF_POTENTIAL,OSHA_SIR,2025032450,event_group_0050
OSHA-SIR-2025043700,SIF_POTENTIAL,OSHA_SIR,2025043700,event_group_0060
OSHA-SIR-2025043710,SIF_POTENTIAL,OSHA_SIR,2025043710,event_group_0043
OSHA-SIR-2025043738,SIF_POTENTIAL,OSHA_SIR,2025043738,event_group_0035
OSHA-SIR-2025054962,SIF_POTENTIAL,OSHA_SIR,2025054962,event_group_0120
OSHA-SIR-2025055136,SIF_POTENTIAL,OSHA_SIR,2025055136,event_group_0083
OSHA-SIR-2025065306,SIF_POTENTIAL,OSHA_SIR,2025065306,event_group_0133
OSHA-SIR-2025076412,SIF_POTENTIAL,OSHA_SIR,2025076412,event_group_0070
OSHA-SIR-2025077110,SIF_POTENTIAL,OSHA_SIR,2025077110,event_group_0108
OSHA-SIR-2025077257,SIF_POTENTIAL,OSHA_SIR,2025077257,event_group_0134
OSHA-SIR-2025077460,SIF_POTENTIAL,OSHA_SIR,2025077460,event_group_0011
OSHA-SIR-2025087910,NON_SIF_POTENTIAL,OSHA_SIR,2025087910,event_group_0087
OSHA-SIR-2025088413,SIF_POTENTIAL,OSHA_SIR,2025088413,event_group_0071
OSHA-SIR-2025088501,NON_SIF_POTENTIAL,OSHA_SIR,2025088501,event_group_0122
OSHA-SIR-2025088531,SIF_POTENTIAL,OSHA_SIR,2025088531,event_group_0073
OSHA-SIR-2025099342,NON_SIF_POTENTIAL,OSHA_SIR,2025099342,event_group_0086
OSHA-SIR-2025099616,SIF_POTENTIAL,OSHA_SIR,2025099616,event_group_0033
OSHA-SIR-2025099684,SIF_POTENTIAL,OSHA_SIR,2025099684,event_group_0119
OSHA-SIR-20251010185,SIF_POTENTIAL,OSHA_SIR,20251010185,event_group_0049
OSHA-SIR-20251010231,SIF_POTENTIAL,OSHA_SIR,20251010231,event_group_0088
OSHA-SIR-20251010320,SIF_POTENTIAL,OSHA_SIR,20251010320,event_group_0066
OSHA-SIR-20251010530,NON_SIF_POTENTIAL,OSHA_SIR,20251010530,event_group_0012
OSHA-SIR-20251010643,SIF_POTENTIAL,OSHA_SIR,20251010643,event_group_0448
OSHA-SIR-20251010647,SIF_POTENTIAL,OSHA_SIR,20251010647,event_group_0013
OSHA-SIR-20251111514,SIF_POTENTIAL,OSHA_SIR,20251111514,event_group_0032
