candidate_id,source,source_record_id,narrative,pass_a_label,pass_a_confidence,pass_a_hazard,pass_a_exposure,pass_a_barrier_failure,pass_a_credible_consequence,pass_a_reason,pass_a_framework_version,pass_b_label,pass_b_confidence,pass_b_hazard,pass_b_exposure,pass_b_barrier_failure,pass_b_credible_consequence,pass_b_reason,pass_b_framework_version,consensus_label,consensus_confidence,reconciliation_status,label_provenance
OSHA-SIR-2024054144,OSHA_SIR,2024054144,"While unloading a debris container using a vacuum truck, a piece of solid debris tumbled out of the truck and struck the employee's left leg. He was hospitalized for surgery.",UNCERTAIN,0.58,Falling material of unspecified mass or height,Material struck a worker,Support or containment failed,Severity depends on missing energy and geometry,"The report lacks enough mass, fall-height, and body-position detail for a defensible binary judgment.",AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2025077110,OSHA_SIR,2025077110,"At about 4:20 a.m. on July 22, 2025, an employee of Blackeagle Energy Services was removing masking tape from a 24-inch, 450-pound flange on a pipe rack. Dunnage supporting the flange failed and it fell, crushing the employee's left hand against the rack. The employee suffered a partially severed middle finger, crushed bones, and lacerations/tendon damage to the ring finger. The employee was hospitalized, and the middle finger was medically amputated at the first knuckle.",SIF_POTENTIAL,0.76,Unsupported 450-pound flange,Worker's hand was between the flange and rack,Dunnage and stability controls failed,Crushing of a limb or body,Failure of support for a 450-pound flange created a credible heavy-load crush exposure.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.760000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024053824,OSHA_SIR,2024053824,"On May 2, 2024, an employee was holding a hose while pumping cement into a 25"" pipe when a heavy steel plate that was attached to the pipe rolled onto his right foot. The employee sustained two broken bones on the top of his foot.",SIF_POTENTIAL,0.73,Rolling heavy steel plate,Worker stood beside the plate and pipe,Plate stability and line-of-fire controls failed,Crushing of a limb or body,The heavy steel plate rolled unexpectedly in the worker's occupied area and could cause major crushing.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.730000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024021680,OSHA_SIR,2024021680,"An employee was conducting maintenance on a pipe and was using a T-bar tool to secure the retainer cap on a pump. The employee's left index finger was caught in the rotating pump, resulting in a partial amputation.",SIF_POTENTIAL,0.75,"Moving belt, pulley, or machinery",Worker contacted the operating mechanism,Guarding or energy-isolation control was ineffective,"Draw-in, major amputation, or crushing",Contact with an accessible moving mechanism could escalate beyond the hand to life-altering injury.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.750000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024054535,OSHA_SIR,2024054535,An employee was troubleshooting a valve that is involved with blending a dry chemical powder mix. The employee's left hand was caught in the valve when it was manually actuated. The employee sustained injury to their hand and fingers.,NON_SIF_POTENTIAL,0.7,Manually actuated valve pinch,Worker's hand was inside the valve movement point,Hand-positioning control failed,Localized hand injury,The narrative confines movement and exposure to the hand without credible whole-body escalation.,AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2025099684,OSHA_SIR,2025099684,An employee was rigging up a location. He was using an Allen wrench to free up rotation and start the drawworks engine manually. The engine rotated and his left little finger became caught between the Allen wrench and the engine. The employee sustained an amputation to his little finger and fractures to his wrist.,UNCERTAIN,0.62,Manual engine rotation with Allen wrench,Worker's hand was at the wrench and engine interface,Energy control and proper starting method failed,Hand injury; wider entanglement potential unclear,The report does not establish enough rotation speed or body exposure to resolve SIF potential beyond the hand.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2025054962,OSHA_SIR,2025054962,"On 5/27/2025, during the liner press operation, the operator began to carry out the routine cleaning process. While the machine was in jog mode, the operator ejected the die up using the foot pedal. The operator then went to remove the die for cleaning and the spin function engaged, causing their left little finger to be caught between the liner die and the liner barrel. The finger was amputated at the first knuckle.",NON_SIF_POTENTIAL,0.7,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,,,DISAGREEMENT,AI_SOL_DUAL_PASS_DISAGREEMENT
OSHA-SIR-2024021480,OSHA_SIR,2024021480,An employee was working in the rod basket on a well service rig when their left ring finger was caught in a pinch point between the rod basket swivel frame and a support on the rig. The finger was amputated.,NON_SIF_POTENTIAL,0.79,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2025010579,OSHA_SIR,2025010579,An employee was changing out the tong heads in the power tongs on a drilling rig when they became energized and crushed the employee's hand.,SIF_POTENTIAL,0.79,Unexpectedly energized power tongs,Worker's hand was inside during component change,Energy isolation failed,Crushing or draw-in beyond the hand,"Power tongs energized during maintenance, creating credible uncontrolled mechanical entrapment.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.790000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024021495,OSHA_SIR,2024021495,An employee was lowering elevators while trying to couple a joint of tubing coming from a well. The employee's right hand was caught in a pinch point resulting in amputation of the ring fingertip.,NON_SIF_POTENTIAL,0.87,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,,,DISAGREEMENT,AI_SOL_DUAL_PASS_DISAGREEMENT
OSHA-SIR-2024098909,OSHA_SIR,2024098909,An employee was making a grease head connection. He pulled on the sling connected by a crane to balance the grease head. He was stabilizing the 5-1/2 lubricator with his left hand when the lubricator joint slipped into a tight space causing the 4-3/4 grease head to crush his left index finger against the lubricator. The employee's left index fingertip was amputated.,SIF_POTENTIAL,0.73,Suspended or forklift-supported heavy load,Worker was beside the shifting or swinging load,Load control and exclusion-zone controls failed,Fatal struck-by or crushing injury,The worker was within the movement zone of a lifted heavy object that shifted or swung unexpectedly.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.730000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024065056,OSHA_SIR,2024065056,"An employee was installing a safety cable on a flowline during a drilling operation. A forklift operator manipulated the boom to allow some slack in the strap to set the flowline box in the flowline trough. The employee had his hands on the strap to manipulate the box and set it down in the flowline trough. His left foot was forward while attempting to gain leverage when the flowline box shifted and struck his left foot and ankle area, resulting in a laceration to the top of his foot requiring hospitalization.",SIF_POTENTIAL,0.72,Suspended or forklift-supported heavy load,Worker was beside the shifting or swinging load,Load control and exclusion-zone controls failed,Fatal struck-by or crushing injury,The worker was within the movement zone of a lifted heavy object that shifted or swung unexpectedly.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.720000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024109922,OSHA_SIR,2024109922,"An employee was performing routine surveillance operation rounds on a furnace and nearby equipment. The employee heard a rumbling sound coming from a low-pressure steam vent and when he looked up, he saw water falling from the vent. He quickly moved to avoid the falling water and ran into a pipe and then fell, resulting in a right tibia fracture.",UNCERTAIN,0.55,Low-pressure steam vent and falling water,Worker moved away and struck a pipe,Vent condition and path clearance were inadequate,Thermal severity is unclear; impact was low energy,"Water temperature and vent-release energy are missing, so the SIF potential cannot be resolved.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Extreme-temperature fluid, steam, or material",Personnel were in the direct thermal release or contact zone,"Isolation, depressurization, containment, or thermal protection failed",Credible fatal or life-altering burns and systemic injury,Direct exposure to uncontrolled extreme-temperature material supports credible fatal or life-altering burns.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2016042900,OSHA_SIR,2016042900,"An employee was breaking a horse when the horse ran into the metal railing of the pen, fracturing the employee's knee.",SIF_POTENTIAL,0.72,Uncontrolled horse movement,Worker was in the pen as the horse hit railing,Animal-control and separation controls failed,"Crushing, trampling, or fatal impact",A large uncontrolled animal could credibly crush or trample the exposed worker.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.86,"Venomous, anaphylactic, or high-force animal exposure","Personnel were bitten, stung, or struck by the animal","Detection, avoidance, exclusion, or emergency control was ineffective","Credible fatal envenomation, anaphylaxis, or life-altering trauma",The described animal exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.720000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2017065761,OSHA_SIR,2017065761,An employee was bitten on the right calf by a spider while working at a drilling rig.,UNCERTAIN,0.5,Biological bite/sting; agent toxicity unspecified,Employee was bitten,No barrier information stated,Potential severity cannot be established from the narrative,The biting agent and credible severe consequence are not described well enough for a binary judgment.,AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.55,Biological bite or sting,"A bite or sting occurred, but agent severity is not established","Relevant detection, avoidance, or protection details are not described",Insufficient evidence to establish or exclude fatal or life-altering toxicity,"The narrative lacks species, toxicity, and control detail needed for a reliable SIF-potential judgment.",SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2015020234,OSHA_SIR,2015020234,Employee was changing out a hydraulic ram on a rig when a swivel on the come-along broke and pinched the employee's thumb. First aid was performed at the local hospital and then the employee was transported to Denver. An artery in the thumb was damaged and the right hand thumb was later amputated at the first joint.,UNCERTAIN,0.6,Come-along swivel failure during ram replacement,Worker's thumb was at the rigging interface,Rigging component integrity failed,Wider load movement is possible but not described,"The failed swivel suggests stored load energy, but load size and body exposure are insufficient for a binary judgment.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2015010093,OSHA_SIR,2015010093,An employee was exposed to a pinch point hazard when his left thumb was caught between the ST-80 and another metal object.,NON_SIF_POTENTIAL,0.88,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-20171010313,OSHA_SIR,20171010313,"On October 27, 2017, at approximately 2:45 p.m., an employee was adjusting the forks of a lift. While holding onto the side of the forklift assembly, he boomed up and kicked the fork over with his foot. As the fork moved, it dropped into place, along with the bar that supports the forks. The employee's gloved finger was then pinched between the fork and fork assembly, amputating his right middle fingertip.",NON_SIF_POTENTIAL,0.88,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,,,DISAGREEMENT,AI_SOL_DUAL_PASS_DISAGREEMENT
OSHA-SIR-2017076668,OSHA_SIR,2017076668,"An employee was helping a coworker lower a cutting trough. The coworker attached a chain to the cutting trough and a shaker walkway overhang. The employee centered a forklift on the cutting trough and raised the forks up until they came into contact with the trough, to relieve any pressure from the saddle supports underneath. He un-pinned and removed one saddle support, then attempted to un-pin/remove the second support. He took his left hand and held the tubing and the slide portion of the saddle support in order to gain additional leverage to free the stuck pin. Once the pin came out, the slide fell and smashed his left index finger between the saddle and the tubing.",SIF_POTENTIAL,0.72,Forklift-supported cutting trough and removable support,Worker's hand was under the support during release,Load support and hand-clearance controls failed,Collapse or crushing by the trough,Removing a support while a forklift held the trough created credible load-collapse exposure.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.720000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2015020655,OSHA_SIR,2015020655,An employee working on an oil-and-gas service rig suffered partial amputations of the right middle and right ring fingers after his hand was caught between the tong plate and the pin that secures the tongs.,UNCERTAIN,0.59,Tong plate and securing pin,Worker's hand was caught between components,Equipment state and isolation are not stated,Permanent hand injury; wider draw-in unclear,The report lacks enough information about tong movement and energy to resolve SIF potential beyond the hand.,AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2015010296,OSHA_SIR,2015010296,"On January 8, 2015 at 10:15pm, an employee was cleaning/unclogging an automatic in-line cement powder sampler. He used his finger to verify there was no longer a clog and the sampler actuated amputating the tip of the third finger on the employee's left hand.",NON_SIF_POTENTIAL,0.7,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,,,DISAGREEMENT,AI_SOL_DUAL_PASS_DISAGREEMENT
OSHA-SIR-2015010325,OSHA_SIR,2015010325,"On or about January 9, 2014 at about 0535 hrs an employee of Propetrol Services Inc. was repairing a pump at the Mabee 139-202 HA well site 10 miles north of Midland Texas. When he reached into the pump to repair a faulty plunger, the unit ""kicked"" and amputated the tip of his right middle finger. He was driven to Medical Center Hospital in Odessa Texas where the prognosis was that the flesh portion not the bone will be amputated.",SIF_POTENTIAL,0.72,"Moving belt, pulley, or machinery",Worker contacted the operating mechanism,Guarding or energy-isolation control was ineffective,"Draw-in, major amputation, or crushing",Contact with an accessible moving mechanism could escalate beyond the hand to life-altering injury.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.720000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2015010448,OSHA_SIR,2015010448,"An employee was unjamming a stuck granulated salt spreader used on the back of a truck to salt roads. The employee reached into the impeller and chain components while the machine was running and something grabbed his right hand and amputated his right index finger past the nail bed, but before the first joint.",SIF_POTENTIAL,0.76,"Moving belt, pulley, or machinery",Worker contacted the operating mechanism,Guarding or energy-isolation control was ineffective,"Draw-in, major amputation, or crushing",Contact with an accessible moving mechanism could escalate beyond the hand to life-altering injury.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.760000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2015010736,OSHA_SIR,2015010736,Employee was working on a can wrench without the lock out/tag out system in place. The jaws of the machine opened and retracted smashing and amputating the tip of the middle finger on his left hand.,SIF_POTENTIAL,0.7,Unexpectedly energized power tongs,Worker's hand was inside during component change,Energy isolation failed,Crushing or draw-in beyond the hand,"Power tongs energized during maintenance, creating credible uncontrolled mechanical entrapment.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.700000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2016065162,OSHA_SIR,2016065162,"On June 11, 2016, an employee was assisting the crew as it rigged out a crane. The crane operator was retracting the outrigger when the injured employee used his left hand to brace himself as he bent down to pick up the outrigger pad. He placed his left hand on the outrigger, and his finger entered the eyelets on the outrigger. As the outer section of the outrigger retracted into the inner section, the eyelet on the outer section amputated the employee's left middle fingertip.",NON_SIF_POTENTIAL,0.82,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,,,DISAGREEMENT,AI_SOL_DUAL_PASS_DISAGREEMENT
OSHA-SIR-2015030400,OSHA_SIR,2015030400,"An employee was stabbing up in the derrick while a pipe was being brought up on an elevator. As the employee reached to unlatch the elevator, the tongs engaged, striking the employee's left hand resulting in a broken wrist.",UNCERTAIN,0.6,Powered tongs and elevated derrick work,Worker's hand was struck while stabbing pipe,Equipment coordination failed,Hand injury or fall; exposure extent unclear,The narrative does not establish whether the elevated worker faced a credible fall or whole-body equipment hazard.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2015074326,OSHA_SIR,2015074326,"Employees were rigging down the workover rig at about 11:30 a.m., on July 5, when an employee's right thumb and first finger were caught between the derrick tip section and stop plate. The employee's thumb had to be surgically amputated.",SIF_POTENTIAL,0.7,Moving derrick mast sections,Worker was beside the closing mast interface,Personnel-clearance and mast-movement controls failed,Fatal crushing or major amputation,Movement of large derrick sections created a crush zone that could capture more than the worker's hand.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.700000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2015064026,OSHA_SIR,2015064026,"An employee was installing a pulley on a machine in the pipe yard. The pulley pulled the employee's left index finger into the machine, amputating the fingertip.",SIF_POTENTIAL,0.72,"Moving belt, pulley, or machinery",Worker contacted the operating mechanism,Guarding or energy-isolation control was ineffective,"Draw-in, major amputation, or crushing",Contact with an accessible moving mechanism could escalate beyond the hand to life-altering injury.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.720000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2017010049,OSHA_SIR,2017010049,An employee was moving a catwalk (a long piece of equipment that helps move tube) against a rig to perform an inspection when his right ring finger was caught and fractured between the catwalk skate and a pin. He was hospitalized.,NON_SIF_POTENTIAL,0.83,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,,,DISAGREEMENT,AI_SOL_DUAL_PASS_DISAGREEMENT
