candidate_id,ai_pass_c_label,ai_pass_c_confidence,ai_pass_c_hazard,ai_pass_c_exposure,ai_pass_c_barrier_failure,ai_pass_c_credible_consequence,ai_pass_c_reason,ai_pass_c_provenance
OSHA-SIR-2015031384,SIF_POTENTIAL,0.92,Lowering dump box and high-force pinch point,Worker fell into the dump-box movement zone,Equipment movement was not stopped or separated from the worker after the slip,The lowering box could amputate a limb or crush the body,A person occupied the pinch zone of heavy equipment that was actively lowering.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2016109793,SIF_POTENTIAL,0.88,Unguarded 12-16 inch steel projection beside a walking path,Worker tripped and fell directly onto the projection,The inverted cover left a rigid projection unguarded in the travel area,A fall onto the projection could cause fatal impalement or permanent head or joint injury,The substantial exposed projection made a severe alternative impact trajectory credible during the same trip.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2018010419,SIF_POTENTIAL,0.97,Falling drill pipe during rig handling,Worker was on the ground with hands in the pipe's drop zone,"Pipe securement, exclusion, and hand-clear controls failed",A falling pipe could crush a limb or fatally strike or pin the worker,"Heavy pipe fell into an occupied area, creating credible fatal or life-altering struck-by potential.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2021054085,SIF_POTENTIAL,0.89,Sharp Unistrut clip projecting at a containment curb,Worker fell onto the clip with the abdomen exposed,The projection was not guarded or removed from the fall path,Penetration could injure major vessels or internal organs and become fatal,"A sharp rigid projection contacted the torso during a foreseeable curb trip, supporting credible severe trauma potential.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2020032237,SIF_POTENTIAL,0.98,Active winch sheave and in-running pinch point on an oily rig floor,Worker slipped into the sheave during function testing,The sheave was only partially guarded and slip control was ineffective,"The sheave could amputate or draw in a limb, causing fatal or permanently disabling injury",Function testing left moving equipment accessible where a slip could place the worker into its pinch point.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2021020886,SIF_POTENTIAL,0.91,Hot water and steam condensate beneath unstable ground,Worker fell through the surface into the hot liquid and steam,"Ground integrity, opening protection, and thermal isolation were ineffective","Greater immersion or steam exposure could cause deep burns, shock, or fatal injury",Surface failure placed the worker directly into a thermal hazard capable of permanent burn injury.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2016098830,UNCERTAIN,0.94,Unspecified hole in a vehicle work area,Worker stepped into the opening while moving items,"Hole depth, size, guarding, and surrounding hazards are not described","A deep opening could cause severe injury, but the stated facts do not establish that potential",The narrative lacks the geometry and barrier facts needed to judge whether this was a routine trip hazard or a SIF exposure.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2017065650,SIF_POTENTIAL,0.96,Unstable stacked skids used as a work platform beside pipeline hardware,Worker stood on the skids while operating a valve,The improvised platform shifted and no effective fall protection or stable footing was provided,"A fall onto pipeline flanges could cause permanent amputation, head trauma, or fatal injury",Unstable elevated footing beside rigid pipeline projections created credible life-altering fall and struck-against potential.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2021086483,SIF_POTENTIAL,0.77,Aggressive ram delivering an unexpected high-force impact,Worker was struck from behind while reading meters,Animal segregation or restraint did not protect the work area,"A ram attack could cause fatal head trauma, a disabling fracture, or a secondary fall","An uncontrolled large animal directly attacked a worker, making severe impact or knockdown injury credible.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2018032417,UNCERTAIN,0.82,Interpersonal physical violence,Two workers were directly engaged in an altercation,"The narrative gives no details on weapons, continued assault, location, or intervention controls","Severe head trauma can occur in an assault, but the event intensity and environment are not established","The occurrence of a fight is clear, but the facts are insufficient to determine credible fatal or life-altering potential.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015107637,UNCERTAIN,0.98,Unspecified inhalation hazard,Worker was reportedly exposed by inhalation,"Agent, concentration, duration, atmosphere, and respiratory controls are not described","Some inhalants can be fatal, but credible severity cannot be determined without exposure facts","The narrative is too nonspecific to establish the hazard energy, failed barrier, or severe consequence pathway.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2019033190,SIF_POTENTIAL,0.97,High-torque hydraulic wrench movement,Worker's hand was at the wrench and fluid-end interface during adjustment,A second worker activated high torque before the first worker was clear; isolation and communication failed,Powered wrench movement could crush or amputate the hand or arm,Unexpected high-torque activation placed a worker directly in a severe mechanical pinch point.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-20171211664,SIF_POTENTIAL,0.94,Stored elastic and impact energy in a 25-foot sucker rod,Ground worker held the rod end in its upward recoil path near the head,Coordinated load control failed when the other end was dropped,"The recoiling rod could cause fatal head trauma, eye loss, or permanent facial injury","A long rod recoiled toward a worker's head after loss of control, creating credible severe struck-by potential.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2016087087,SIF_POTENTIAL,0.85,Loaded chain wrench that fractured under force,Worker's hand was in the broken tool's release path,Tool integrity failed and the line of fire was not controlled,Sudden tool release could cause permanent hand injury or strike the head or eyes,Failure of a wrench under load released stored mechanical energy toward the worker.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015010438,SIF_POTENTIAL,0.82,Moving powered wrench during a drill connection,Worker's hand was in the wrench strike and pinch zone,Hand separation and guarding did not prevent contact with the moving wrench,The wrench could permanently crush or amputate digits or the hand,"Powered connection equipment contacted a hand in its travel zone, supporting credible permanent impairment potential.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2016098738,SIF_POTENTIAL,0.98,Hydraulic torque-wrench head energized at 2800 psi,Worker used both hands to position the wrench head while a coworker held the remote,The wrench was activated before hands were clear; isolation and communication controls failed,High-pressure torque motion could crush or amputate the hand or arm,"Remote activation of a high-torque head during manual positioning created a direct, high-energy pinch exposure.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015042463,UNCERTAIN,0.86,Sharp brush wire and a contaminated wound,The employee contacted the wire and infection spread into the arm,Contact prevention and wound-control details are not described,"A severe infection is possible, but fatal or permanently disabling progression is not established","The narrative gives an infection outcome but too little about the wire mechanism, contamination, or failed controls to determine SIF potential.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-20161010261,UNCERTAIN,0.82,Mechanical pinch or shear at screw casings and tongs,The employee's fingertip was in the working interface,Hand-clearance and tool-control details are not provided,A localized digit injury is credible; broader life-altering trauma depends on unreported energy,"The pinch exposure is clear, but equipment energy and safeguarding are too vague to decide whether credible SIF potential existed.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2017054820,SIF_POTENTIAL,0.96,A swung sledgehammer carrying high impact energy,The employee holding the wrench was inside the hammer strike arc,Worker positioning and strike coordination failed,A head or torso strike could cause fatal or permanently disabling trauma,"The hammer entered an occupied strike zone, so the same uncontrolled swing credibly could have hit a vital body area.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-20181010483,UNCERTAIN,0.78,Blunt-force violence during a physical fight,The employee was directly exposed to another person's force,"Violence-prevention controls, weapons, and the manner of assault are not described","Serious head or body trauma is possible, but the event's lethal energy is not established","A fight is documented, but the means and intensity are too sparse to determine credible fatal or life-altering potential.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2019066117,SIF_POTENTIAL,0.97,Winch pinch and entanglement energy,The employee's fingers entered the operating winch zone,"Guarding, isolation, or hands-clear control did not prevent contact",The winch could draw in a hand or arm and cause major amputation or fatal trauma,Direct contact with a powered winch and absent effective separation support credible severe draw-in consequences.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015031447,UNCERTAIN,0.99,An unspecified rig-down hazard,"The employee's left index finger was exposed, but the mechanism is not reported",No failed or absent control can be identified from the narrative,Fatal or life-altering potential cannot be established without the energy source or event mechanism,"The record states only that a finger was injured while rigging down, which is insufficient for a potential-based judgment.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015010023,UNCERTAIN,0.86,"An unspecified thermal, chemical, or process-release hazard during line tie-in",The employee was exposed closely enough to sustain burns,"Isolation, ignition control, containment, and PPE performance are not described","A major burn or fire is possible, but the magnitude and mechanism are unknown","Burns during line tie-in suggest hazardous energy, yet the narrative lacks the release source and control failure needed for a binary decision.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015031116,UNCERTAIN,0.99,Unknown energy or mechanism,"The employee suffered an arm injury, but the exposure circumstances are absent",No barrier or control information is provided,"The stated outcome is severe, but credible event potential cannot be assessed from outcome alone","Because the narrative supplies no hazard, exposure pathway, or barrier failure, it cannot support a potential label.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2017010232,SIF_POTENTIAL,0.89,A moving vehicle colliding with a fixed object,The employee was driving and occupied the vehicle during impact,Vehicle path or control was lost,"A fixed-object collision can cause fatal head, chest, or crush trauma",The driver was directly exposed to vehicle kinetic energy after control failed and the vehicle struck a rigid hydrant.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2022010896,SIF_POTENTIAL,0.92,ATV or UTV crash and possible rollover energy,The employee was operating the vehicle during the accident,Vehicle stability or control failed,"Rollover, ejection, or collision could cause fatal or permanently disabling trauma",An uncontrolled ATV or UTV event directly exposes its operator to well-supported severe crash mechanisms.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015010569,SIF_POTENTIAL,0.88,A fall of about six feet from a fixed ladder,The employee was climbing and fell to the ground,Footing and effective fall prevention were lost or absent,A head or spinal impact from this height could be fatal or permanently disabling,"The documented elevated fall, direct exposure, and loss of footing support credible severe fall consequences.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015010720,NON_SIF_POTENTIAL,0.81,A short tethered fall and contact with derrick equipment,The employee was struck in the mouth and fell about three feet,"Footing was lost, but the attached lanyard arrested the fall",Facial or back injury is credible; the working barrier limited the fall and no greater energy release is described,"The narrative describes a limited fall with the fall-arrest barrier engaged, not a credible unmitigated fatal or life-altering exposure.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015064201,SIF_POTENTIAL,0.94,A fall from a truck onto a hard metal ramp,The employee stood and reached from the elevated truck surface,No effective edge protection or fall restraint prevented the fall,"Head, spinal, pelvic, or other permanently disabling trauma is credible",An unprotected elevated work position over a hard obstruction created a credible severe-impact fall.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2017010402,SIF_POTENTIAL,0.96,Collapse of an unstable rack supported on jack stands,The employee was on top of the rack while it was being leveled,The rack was unlevel and its temporary support did not remain stable,The employee could be fatally crushed or sustain disabling fall trauma,Working on an unstable supported structure while its support was adjusted exposed the employee to collapse and crush energy.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015041930,SIF_POTENTIAL,0.98,Stored pressure in pipework plus a six-foot emergency jump,The employee was breaking pipe joints on the elevated rig floor,"Pressure isolation was not verified, and the employee escaped by jumping","A pressure release could cause fatal strike or injection trauma, while the jump could cause disabling injury",Audible pressure during joint breaking shows uncontrolled stored energy with direct exposure and an evasive fall.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-20190910175,SIF_POTENTIAL,0.85,Unintended golf-cart acceleration and vehicle pinning energy,A pedestrian stood in the cart's approach path and was struck against a skid plate,The welding box was unsecured and obstructed the accelerator,Crushing against the skid or a head impact could cause fatal or permanently disabling injury,An unsecured load caused uncontrolled vehicle movement into an exposed pedestrian and a fixed surface.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-20181010424,SIF_POTENTIAL,0.82,Motorized go-cart collision energy,The employee was driving the go-cart when it struck a parked vehicle,Vehicle control failed during testing,"A fixed-object crash can produce fatal head, chest, or spinal trauma","The operator was directly exposed to an uncontrolled motor-vehicle impact, supporting credible severe crash consequences.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015075247,NON_SIF_POTENTIAL,0.94,Running and an unexplained physical collapse,The employee was running while carrying a pushing rod,No hazardous energy or critical control failure is identified,"A same-level collapse or strain is plausible, but no credible SIF mechanism is supported",The narrative identifies neither substantial energy nor a failed barrier that could reasonably produce fatal or life-altering harm.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2017088097,SIF_POTENTIAL,0.95,Accessible rotating welder fan blades,"After slipping, the employee's hand entered beneath the cowling while the fan was running",Machine guarding or energy isolation did not prevent access to moving blades,"The hand or arm could be drawn in, causing major amputation or permanently disabling trauma","Live rotating parts remained reachable during an unplanned hand placement, demonstrating ineffective separation from dangerous machinery.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015010807,SIF_POTENTIAL,0.92,High-pressure and contaminated water jet energy,"After slipping, the employee contacted the live wand and the jet reached the leg",Control and separation from the pressurized jet were lost,"Injection injury, deep tissue destruction, limb loss, or severe infection is credible",Direct exposure to an uncontrolled pressure-washing jet supports life-altering injection and tissue-damage potential.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2017065482,SIF_POTENTIAL,0.98,A rotating table-saw blade,The employee reached into the blade area to remove stuck scrap,"The jam was addressed without effective isolation, and the guard did not prevent hand access",Major hand or arm amputation and permanently disabling trauma are credible,"A hand entered an energized saw-blade zone after material jammed at the guard, showing critical separation failure.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-20191111472,UNCERTAIN,0.97,An unidentified object or event causing head contact,"The employee's head contacted something in the office, but how is unknown",The mechanism and any failed control are not reported,"Serious head trauma is possible, but the credible energy and pathway cannot be established",An outcome is stated without enough event facts to distinguish an ordinary bump from a SIF-capable mechanism.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015031018,UNCERTAIN,0.85,A damaged leaking pipeline and unstable soil beside a shallow trench,The evaluator crossed near the leak and the trench edge gave way,The pipeline was damaged and excavation-edge stability was not maintained,"A hazardous release could be severe depending on contents, while the described shallow fall alone is not clearly SIF-capable","The record establishes a leak and ground failure but omits pipeline contents, pressure, atmosphere, and collapse extent needed for a binary judgment.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2021108821,SIF_POTENTIAL,0.86,A heavy moving truck undergoing a sudden drop on rough terrain,The driver was inside when the vehicle hit a pothole and dropped,Road-condition management or vehicle control did not prevent the severe jolt,"Loss of control, rollover, or disabling spinal trauma is credible","A moving heavy vehicle encountered terrain sufficient to cause a sudden drop, directly exposing the driver to substantial crash and spinal energy.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015063456,SIF_POTENTIAL,0.99,A pipe wrench swept by a rotating bore,The employee remained within the wrench's rotation and strike path,The wrench was not removed and pre-start clearance failed,A propelled wrench could cause fatal head or torso trauma or major amputation,Starting the bore with a large wrench attached converted it into a high-energy striking object in an occupied area.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2019043400,SIF_POTENTIAL,0.96,A pump plunger propelled by stored mechanical energy,The employee holding the flashlight stood in the plunger's line of fire,Pry-bar control and line-of-fire separation failed,A projectile strike to the head or body could be fatal or permanently disabling,"The slipped bar released the plunger toward an exposed coworker, demonstrating uncontrolled projectile energy.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2016043296,SIF_POTENTIAL,0.97,Collapse of a jack-supported vehicle or tire assembly,The employee's hands were beside or under the supported load,The jack collapsed and no effective secondary support is evident,A larger body exposure could result in fatal crushing or major amputation,Failure of the primary lifting support while a worker was at the load created credible whole-body crush potential.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-20171110965,SIF_POTENTIAL,0.94,An unstable metal platform supported on temporary stands,The employee worked immediately beside the supported platform while striking its shim,The shim dislodged and the temporary support lost stability,The falling platform could crush a limb or body and cause fatal or permanently disabling injury,Adjusting a support shim under load allowed the platform to drop into the worker's occupied space.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015042210,UNCERTAIN,0.78,A falling fusion pipe,The employee's hand was beneath or adjacent to the falling pipe,"Load control failed, but pipe weight, height, and handling method are not described",Consequences could range from a localized hand injury to severe crush trauma,"The falling-load exposure is clear, but missing mass and drop details prevent a reliable SIF-potential determination.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2021087009,SIF_POTENTIAL,0.9,Rapid movement of a heavy forklift fork,The employee manually pushed the fork with a hand in the pinch zone,Controlled adjustment or retention did not prevent the fork from sliding,The fork could crush a hand or limb and cause permanently disabling injury,A heavy component moved unexpectedly while the employee was manually positioned at its trapping point.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015129170,SIF_POTENTIAL,0.88,A heavy flow-iron section dropping after sudden release,The employee supported the pipe by hand above a bumper pinch point,Mechanical support and controlled separation were absent,"A severe hand, foot, or limb crush with permanent impairment is credible",The heavy pipe was manually supported and dropped unpredictably into an occupied pinch zone.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2021075939,SIF_POTENTIAL,0.92,A moving and bouncing heavy tubing joint,The ground employee grabbed and slid the tubing beside the floor pinch point,Hands-on handling and separation from the moving joint were ineffective,"A limb could be crushed or amputated, causing permanent disability",Repeated manual contact with bouncing tubing placed the worker directly in a high-energy crush zone.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015030582,SIF_POTENTIAL,0.91,Multiple pipes slipping from a lift,The employee's hands were within the falling-load zone,Load control failed during lifting,"The pipes could crush a limb or strike the body, causing fatal or permanently disabling trauma","An uncontrolled pipe load fell into the worker's occupied space, supporting severe crush potential.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-20161211319,SIF_POTENTIAL,0.9,A pipe being lowered into a hole,The employee guided the moving pipe by hand at its pinch interface,Hands-free positioning and exclusion from the pinch zone were absent,The moving pipe could crush or amputate a hand or limb,Direct manual guidance during lowering exposed the worker to uncontrolled load and trapping energy.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2018066035,SIF_POTENTIAL,0.95,A heavy joint rolling freely in its cradle,The employee's hand was between the joint and the work platform,"A required brace was missing, so the joint was not restrained",The rolling load could crush a limb or body and cause permanent or fatal injury,The explicit missing brace allowed a heavy joint to continue rolling into an occupied pinch point.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015118874,SIF_POTENTIAL,0.97,Collapse of a work platform followed by a rolling pipe,The employee was on the platform and in the pipe's path,The supporting platform failed,The combined fall and pipe crush could cause fatal or permanently disabling trauma,Structural collapse released both fall and rolling-load energy onto the exposed worker.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-20181010628,SIF_POTENTIAL,0.94,An approximately 300-pound pipe rolling on a cart,The employee's hand was at the cart-rail pinch point,The pipe was not effectively restrained from rolling,The load could crush a limb or body and cause permanent or fatal injury,A heavy unrestrained pipe moved unexpectedly into an occupied trapping point.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2016010758,SIF_POTENTIAL,0.98,Stored tension in barbed wire pulled by a backhoe,A nearby employee stood in the released wire's strike path,Exclusion and separation from the tensioned wire failed,A whipping wire strike to the head or neck could be fatal or permanently disabling,"Powered equipment tensioned and released wire into an occupied area, creating a high-energy line-of-fire event.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2018054484,SIF_POTENTIAL,0.99,A hoist-lowered casing pipe and crushing pinch point,The employee's hand rested on one pipe while another was lowered onto it,"Communication, exclusion, and hands-free handling controls failed","The suspended pipe could crush a limb or body, causing fatal or permanent injury",An exposed worker remained at the interface of a hoisted pipe while the operator lowered it.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2016076909,SIF_POTENTIAL,0.93,A heavy rig-floor wing falling during setup,The employee's hand and body were in the component's drop zone,The component depended on manual grip and lacked effective support when grip was lost,The falling wing could crush a limb or the worker's body,An unsupported heavy component fell directly into an occupied area after manual control was lost.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2020021385,SIF_POTENTIAL,0.98,A heavy blowout preventer shifting unexpectedly,The employee stood beside the preventer while removing its tagline,Stable support was not assured before the tagline was detached,The preventer could cause fatal whole-body crushing or permanent limb loss,"A very heavy component shifted after its control line was removed, directly exposing the nearby worker.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2018032710,SIF_POTENTIAL,0.79,A moving shock-sub component on the rig floor,The employee's foot was in the component's contact zone,Control and securement of the component did not prevent the strike,A heavy component could cause severe limb crush and permanent impairment,"The industrial component entered an occupied foot zone; although movement details are sparse, credible disabling crush energy is supported.",AI_SOL_XHIGH_PASS_C
OSHA-SIR-2020076617,SIF_POTENTIAL,0.95,A moving gate and roller pinch point,The employee's hand entered the roller while manually releasing a caught chain,"The keypad was disabled, the drive chain was unhooked, and movement was not secured during intervention","The roller or moving gate could cause major amputation, entrapment, or disabling crush trauma",Disabled controls and unsecured manual movement exposed the worker directly to the gate's trapping mechanism.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-20171010045,SIF_POTENTIAL,0.98,A heavy vee-door swinging free from a catwalk,The employee's hand and body were in the swing and crush zone,"The vee-door was not secured, and movement coordination did not protect the worker",The swinging component could cause fatal body crush or permanent limb injury,The door shook free during powered positioning and swung into an occupied area.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-20171212120,SIF_POTENTIAL,0.97,A heavy pipe rolling while manipulated by a forklift,The employee remained close enough for the pipe to crush the hand,Load control and worker exclusion from the forklift operation failed,The rolling pipe could crush a limb or body and cause fatal or permanent injury,Powered manipulation released a heavy pipe into an occupied line-of-fire area.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2018099398,SIF_POTENTIAL,0.96,A shifting pipe roller in a moving truck bed,The employee rode in the cargo area alongside the load,Passenger segregation and load securement were ineffective or absent,"The worker could be crushed by the load or ejected, causing fatal or permanently disabling trauma",Riding with a shifting load in a moving vehicle combined transport and crush exposure without effective separation.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2016021254,SIF_POTENTIAL,0.95,Unexpected movement of a powered trencher stinger against a fence,The spotter's hand was on the fence beside the moving attachment,Exclusion from the attachment's travel and line-of-fire control failed,"The attachment could crush, impale, or strike a vital body area with fatal or permanent consequences",The powered stinger bounced and traveled along the fence into the spotter's occupied space.,AI_SOL_XHIGH_PASS_C
OSHA-SIR-2015118721,UNCERTAIN,0.89,An uncovered hole of unspecified depth and geometry,The employee stepped into the opening,The hole was left uncovered or unguarded,"Consequences could range from a minor misstep to a severe fall, depending on unreported depth","The barrier failure is clear, but missing hole dimensions and fall details prevent a credible SIF-potential determination.",AI_SOL_XHIGH_PASS_C
