incident_id,source,source_record_id,narrative,original_label,revised_label,reference_annotator_confidence,exact_evidence_excerpt,correction_reason,annotation_review_status,label_provenance,annotation_version,reviewer_id,reviewer_name,submitted_at,activity,source_native_outcome
OSHA-SIR-2015052971,OSHA_SIR,2015052971,"An employee was loading oil into the gun barrel while on a ladder. The gun barrel caught fire possibly from the electric heating element and ignited the employee's FR clothes. The employee received second degree burns on his forearm, his hand, and behind his ear.",NON_SIF_POTENTIAL,SIF_POTENTIAL,0.70,The gun barrel caught fire possibly from the electric heating element and ignited the employee's FR clothes.,Narrative explicitly supports a credible SIF mechanism: fire explosion.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 17:59:51.782265+00,"Nonstructural fire, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015053314,OSHA_SIR,2015053314,An employee was loading equipment and tools onto a truck to prepare to leave a well site. The employee was standing on a lubricator rack/catwalk where he was releasing the straps on the crane when the catwalk collapsed. The employee fell approximately 5 feet to the truck below and hit his head. He was hospitalized.,SIF_POTENTIAL,SIF_POTENTIAL,0.70,An employee was loading equipment and tools onto a truck to prepare to leave a well site. The employee was standing on a lubricator rack/catwalk where he was releasing the straps on the crane when the catwalk collapsed. The employee fell approximately 5 feet to the truck below and hit his head. He was hospitalized.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 19:24:38.232785+00,Fall from collapsing structure or equipment less than 6 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015053786,OSHA_SIR,2015053786,"On May 29, 2015, an employee was working inside a sulpha treat reactor vessel using a high pressure (5000 PSI) water sprayer gun to cut off the congealed catalyst material inside. The employee slipped and fell; the high-pressure water sprayer hit the employee's right foot and punctured a hole through the rubber boot. The employee sustained a puncture open wound on the right foot, second toe. The employee was hospitalized and received treatment.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"On May 29, 2015, an employee was working inside a sulpha treat reactor vessel using a high pressure (5000 PSI) water sprayer gun to cut off the congealed catalyst material inside. The employee slipped and fell; the high-pressure water sprayer hit the employee's right foot and punctured a hole through the rubber boot. The employee sustained a puncture open wound on the right foot, second toe. The employee was hospitalized and received treatment.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-04 09:32:00.144786+00,Struck by discharged object or substance,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015060215,OSHA_SIR,2015060215,"An employee was pulled off of the drill floor by a tugger line. The employee was standing behind a safety gate holding the hoist line to put tension on it so it would not get tangled in the hoist drum. Something made the line jerk; the employee did not let go and was pulled over the safety gate, sliding down what the employer called a beaver slide. He was hospitalized to repair his badly damaged hand. He also had 23 stitches put in his head and three fractured vertebrae.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was pulled off of the drill floor by a tugger line. The employee was standing behind a safety gate holding the hoist line to put tension on it so it would not get tangled in the hoist drum. Something made the line jerk; the employee did not let go and was pulled over the safety gate, sliding down what the employer called a beaver slide. He was hospitalized to repair his badly damaged hand. He also had 23 stitches put in his head and three fractured vertebrae.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 07:34:56.795426+00,Entangled in other object or equipment,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015063352,OSHA_SIR,2015063352,"While removing and replacing worn wire rope on a hydraulic tugger winch, the injured employee's left foot was caught in the wire rope while the drum was rotating. The employee was hospitalized and had toes on his left foot amputated.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"While removing and replacing worn wire rope on a hydraulic tugger winch, the injured employee's left foot was caught in the wire rope while the drum was rotating. The employee was hospitalized and had toes on his left foot amputated.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 07:37:38.959435+00,Entangled in other object or equipment,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2015063456,OSHA_SIR,2015063456,"An employee was using a large wrench to tighten a bore on a boring pipeline. When he finished, he gave the all clear to start the boring. The pipe wrench was not removed from the bore; it swung around and struck him on his left-hand pinky finger, amputating the fingertip.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was using a large wrench to tighten a bore on a boring pipeline. When he finished, he gave the all clear to start the boring. The pipe wrench was not removed from the bore; it swung around and struck him on his left-hand pinky finger, amputating the fingertip.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-06 21:51:16.657987+00,"Struck by dislodged flying object, particle",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2015063519,OSHA_SIR,2015063519,"On June 9, 2015, an employee wearing flame resistant clothing was retrieving samples of hot, 400 degrees F asphalt from a controlled sample point when he was splashed/sprayed by pressurized hot asphalt. He received second degree burns to his head, neck, chest, and both arms. He also received first and second degree burns on the right side of his face.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"On June 9, 2015, an employee wearing flame resistant clothing was retrieving samples of hot, 400 degrees F asphalt from a controlled sample point when he was splashed/sprayed by pressurized hot asphalt. He received second degree burns to his head, neck, chest, and both arms. He also received first and second degree burns on the right side of his face.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-06 13:12:29.932882+00,Contact with hot objects or substances,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015063562,OSHA_SIR,2015063562,"An employee was assisting offloading truck. A supervisor noticed the employee was sweating excessively and looked pale. The supervisor informed the employee to sit inside the air-conditioned truck and cool off. After a period of time the employee came out of the truck and attempted to continue to work. The employee complained that his hands were cramping. The employee was taken to the hospital. At the hospital, it was noted that the employee had high CK levels possibly due to prior heat illness.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.50,"An employee was assisting offloading truck. A supervisor noticed the employee was sweating excessively and looked pale. The supervisor informed the employee to sit inside the air-conditioned truck and cool off. After a period of time the employee came out of the truck and attempted to continue to work. The employee complained that his hands were cramping. The employee was taken to the hospital. At the hospital, it was noted that the employee had high CK levels possibly due to prior heat illness.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 14:53:23.392028+00,Exposure to environmental heat,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015063813,OSHA_SIR,2015063813,"An employee was checking a leak on the roof. He fell through the roof (skylight) and ceiling (another 15 feet) to the ground for about 50 feet total. He was hospitalized for a dislocated shoulder, a cut on his left rib, and brain bleeding. He underwent surgery.",UNCERTAIN,SIF_POTENTIAL,0.70,He fell through the roof (skylight) and ceiling (another 15 feet) to the ground for about 50 feet total.,Narrative explicitly supports a credible SIF mechanism: significant fall.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 17:55:46.379055+00,Fall through surface or existing opening more than 30 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015063815,OSHA_SIR,2015063815,An employee was working at an oil and gas lease site when he made contact with a 480 V transmission line while working between the distribution box and the well he was inspecting. The employee received third degree burns on his hands and back and was admitted to the hospital.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was working at an oil and gas lease site when he made contact with a 480 V transmission line while working between the distribution box and the well he was inspecting. The employee received third degree burns on his hands and back and was admitted to the hospital.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 06:52:50.510769+00,"Direct exposure to electricity, 220 volts or less",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015064026,OSHA_SIR,2015064026,"An employee was installing a pulley on a machine in the pipe yard. The pulley pulled the employee's left index finger into the machine, amputating the fingertip.",UNCERTAIN,SIF_POTENTIAL,0.70,"The pulley pulled the employee's left index finger into the machine, amputating the fingertip.",Narrative explicitly supports a credible SIF mechanism: rotating machinery.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-06 11:00:33.515556+00,"Caught in running equipment or machinery, n.e.c.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2015064039,OSHA_SIR,2015064039,An employee who became dizzy was hospitalized and treated for heat-related illness.,NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.50,An employee who became dizzy was hospitalized and treated for heat-related illness.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 09:28:25.248804+00,Exposure to environmental heat,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015064201,OSHA_SIR,2015064201,"On or about June 30, 2015, an employee for Archer Pressure Pumping was hospitalized when he fell off a truck and onto a metal ramp while attempting to cover an equipment truck with a tarp. The injured employee was standing on the truck and reaching for the tarp when he lost his balance and fell onto the ramp striking his face on the ramp. As a result of the fall, the employee fractured an eye socket and check bone, the right hip and right forearm. The employee was hospitalized and required surgery to repair his injuries.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"On or about June 30, 2015, an employee for Archer Pressure Pumping was hospitalized when he fell off a truck and onto a metal ramp while attempting to cover an equipment truck with a tarp. The injured employee was standing on the truck and reaching for the tarp when he lost his balance and fell onto the ramp striking his face on the ramp. As a result of the fall, the employee fractured an eye socket and check bone, the right hip and right forearm. The employee was hospitalized and required surgery to repair his injuries.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 18:23:28.893286+00,Other fall to lower level less than 6 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015074326,OSHA_SIR,2015074326,"Employees were rigging down the workover rig at about 11:30 a.m., on July 5, when an employee's right thumb and first finger were caught between the derrick tip section and stop plate. The employee's thumb had to be surgically amputated.",NON_SIF_POTENTIAL,SIF_POTENTIAL,0.70,"Employees were rigging down the workover rig at about 11:30 a.m., on July 5, when an employee's right thumb and first finger were caught between the derrick tip section and stop plate.",Narrative explicitly supports a credible SIF mechanism: supported high energy exposure.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-06 10:55:43.356564+00,Caught in running equipment or machinery during regular operation,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2015074344,OSHA_SIR,2015074344,An employee fell approximately 12 feet from the top of the tanker truck he was washing injuring the left shoulder and upper ribs and suffering a facial fracture.,SIF_POTENTIAL,SIF_POTENTIAL,0.70,An employee fell approximately 12 feet from the top of the tanker truck he was washing injuring the left shoulder and upper ribs and suffering a facial fracture.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 18:02:41.909999+00,Other fall to lower level 11 to 15 feet ,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015074428,OSHA_SIR,2015074428,"An employee got caught between a trailer and truck while directing the truck driver to back up. The employee's leg was crushed, and the employee was hospitalized.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"An employee got caught between a trailer and truck while directing the truck driver to back up. The employee's leg was crushed, and the employee was hospitalized.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 13:59:49.204023+00,Pedestrian struck by vehicle backing up in nonroadway area,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015074999,OSHA_SIR,2015074999,An explosion occurred while an employee was performing work on a well head. He sustained burns to 60% to 80% of his body.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An explosion occurred while an employee was performing work on a well head. He sustained burns to 60% to 80% of his body.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 08:49:10.194804+00,"Explosion, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015075090,OSHA_SIR,2015075090,"On July 27, 2015, a work crew was rigging up. At approximately 11:45 PM, a guardrail was installed. Before the workers secured it with bolts, the injured employee leaned against it and fell 26 feet to the ground below. He sustained five small fractures to his back and was hospitalized.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"On July 27, 2015, a work crew was rigging up. At approximately 11:45 PM, a guardrail was installed. Before the workers secured it with bolts, the injured employee leaned against it and fell 26 feet to the ground below. He sustained five small fractures to his back and was hospitalized.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 18:17:25.228132+00,Other fall to lower level 26 to 30 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015075200,OSHA_SIR,2015075200,"On or about July 29, 2015 an employee operating a side boom crane was injured when his right ankle was caught between the wench of a backing bulldozer and the bumper of the boom. The side boom crane operator was attempting to hook up the wench at the time of the accident.",NON_SIF_POTENTIAL,SIF_POTENTIAL,0.70,"On or about July 29, 2015 an employee operating a side boom crane was injured when his right ankle was caught between the wench of a backing bulldozer and the bumper of the boom.",Narrative explicitly supports a credible SIF mechanism: supported high energy exposure.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 13:49:04.042438+00,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015075247,OSHA_SIR,2015075247,An employee launching a pig and carrying a pushing rod ran to help a coworker when his legs gave out and he collapsed.,NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.70,An employee launching a pig and carrying a pushing rod ran to help a coworker when his legs gave out and he collapsed.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 14:19:10.810028+00,"Running, without other incident-single episode",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015085625,OSHA_SIR,2015085625,"During pipeline construction and while stringing pipe, a track hoe operator was unloading pipe from a delivery truck when an employee walked behind the track hoe on the operator's blind side. The track hoe backed up onto the employee's left foot amputating it.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"During pipeline construction and while stringing pipe, a track hoe operator was unloading pipe from a delivery truck when an employee walked behind the track hoe on the operator's blind side. The track hoe backed up onto the employee's left foot amputating it.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 13:58:37.695243+00,Pedestrian struck by vehicle backing up in nonroadway area,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2015086176,OSHA_SIR,2015086176,An employee was positioning dunnage under a load when the load fell on the left hand resulting in the amputation of the left hand.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was positioning dunnage under a load when the load fell on the left hand resulting in the amputation of the left hand.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-06 22:30:29.570898+00,"Struck by falling object or equipment, unspecified",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2015096294,OSHA_SIR,2015096294,An employee was bitten by a rattlesnake.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee was bitten by a rattlesnake.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 14:31:22.543696+00,Stings and venomous bites,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015096299,OSHA_SIR,2015096299,"An employee operating a dump truck was emptying a load of dirt. The dump truck tipped over, and the employee suffered broken ribs, blood clotting, and lung issues.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"An employee operating a dump truck was emptying a load of dirt. The dump truck tipped over, and the employee suffered broken ribs, blood clotting, and lung issues.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 17:57:44.479457+00,"Nonroadway noncollision incident, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015096421,OSHA_SIR,2015096421,An employee's H2S monitor went off while he was delivering salt water on location. He eventually became ill and was hospitalized with respiratory problems.,SIF_POTENTIAL,SIF_POTENTIAL,0.90,An employee's H2S monitor went off while he was delivering salt water on location. He eventually became ill and was hospitalized with respiratory problems.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 08:48:17.524236+00,Inhalation of harmful substance-single episode,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015096491,OSHA_SIR,2015096491,"An employee was driving through a construction zone after unloading production water at a disposal well when his vehicle veered off the road and crashed south of Killdeer, North Dakota, on Highway 22. He suffered back injuries.",NON_SIF_POTENTIAL,SIF_POTENTIAL,0.70,"An employee was driving through a construction zone after unloading production water at a disposal well when his vehicle veered off the road and crashed south of Killdeer, North Dakota, on Highway 22.",Narrative explicitly supports a credible SIF mechanism: supported high energy exposure.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 14:17:19.214277+00,Ran off roadway,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015096726,OSHA_SIR,2015096726,"On September 14, 2015, at approximately 10:30am, a worker suffered an amputation of the left pinky finger just above the palm while unloading pipe from a pipe trailer. The employee was standing towards the tractor side of the trailer and a side boom with sling was unloading the pipe. The load was lowered near the tractor in an effort to raise the pipe above the back stanchion on the trailer. As the pipe slowly moved, the load struck a stanchion or DOT fender and the employee's hand was crushed in the load of pipe. No tag line was used.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"On September 14, 2015, at approximately 10:30am, a worker suffered an amputation of the left pinky finger just above the palm while unloading pipe from a pipe trailer. The employee was standing towards the tractor side of the trailer and a side boom with sling was unloading the pipe. The load was lowered near the tractor in an effort to raise the pipe above the back stanchion on the trailer. As the pipe slowly moved, the load struck a stanchion or DOT fender and the employee's hand was crushed in the load of pipe. No tag line was used.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-06 12:52:38.122158+00,Compressed or pinched by shifting objects or equipment,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2015096851,OSHA_SIR,2015096851,"The employee was circulating mud and water and sucking fluid from a steel container with a running vacuum truck. H2S vapor accumulated under the truck. When it reached his hot pump, it caused a flash fire. The employee suffered burns to his face and hands.",UNCERTAIN,SIF_POTENTIAL,0.70,"When it reached his hot pump, it caused a flash fire.",Narrative explicitly supports a credible SIF mechanism: fire explosion.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 19:26:17.856591+00,"Ignition of vapors, gases, or liquids",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2015107520,OSHA_SIR,2015107520,"On October 8, 2015, at approximately 12:45pm, an employee was operating an ATV when it began to slide on gravel. The ATV went over an embankment and rolled approximately 100 feet. The employee fell out of the ATV and suffered a fracture to his right ankle.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"On October 8, 2015, at approximately 12:45pm, an employee was operating an ATV when it began to slide on gravel. The ATV went over an embankment and rolled approximately 100 feet. The employee fell out of the ATV and suffered a fracture to his right ankle.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 14:16:28.841083+00,"Ran off driving surface, nonroadway",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015107637,OSHA_SIR,2015107637,An employee was hospitalized for inhalation hazards.,UNCERTAIN,UNCERTAIN,0.70,An employee was hospitalized for inhalation hazards.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 08:45:57.471323+00,"Inhalation of harmful substance, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015107725,OSHA_SIR,2015107725,The elevator lifting a 30 foot long pipe at an oil well shifted causing the bottom of the pipe to strike an employee in the back. This employee then fell against a second employee pushing the tongs into his face and causing employee 2 to fall and strike his head against the guardrail. Employee 2 was knocked unconscious for several seconds and was hospitalized with a fracture of the bottom orbital bone below the left eye.,UNCERTAIN,SIF_POTENTIAL,0.70,The elevator lifting a 30 foot long pipe at an oil well shifted causing the bottom of the pipe to strike an employee in the back.,Narrative explicitly supports a credible SIF mechanism: stored energy pressure.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 15:16:52.644521+00,"Fall on same level, n.e.c. ",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015107866,OSHA_SIR,2015107866,"The employee was walking, tripped over a wooden pallet, and fell breaking his hip.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,"The employee was walking, tripped over a wooden pallet, and fell breaking his hip.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 20:23:26.408337+00,Fall on same level due to tripping over an object ,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015107932,OSHA_SIR,2015107932,"On October 23, 2015, at approximately 1:00pm, a an employee was hospitalized after suffering a compression fracture to his back and laceration to his head. The employee was driving an extendible boom manlift across a designated railroad crossing. The machine malfunctioned and stopped with the bucket portion of the lift above the railroad tracks. As a train arrived, the employee untied his harness and jumped from the bucket approximately 10' out and 6' down landing on a gravel surface.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"On October 23, 2015, at approximately 1:00pm, a an employee was hospitalized after suffering a compression fracture to his back and laceration to his head. The employee was driving an extendible boom manlift across a designated railroad crossing. The machine malfunctioned and stopped with the bucket portion of the lift above the railroad tracks. As a train arrived, the employee untied his harness and jumped from the bucket approximately 10' out and 6' down landing on a gravel surface.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 13:32:40.77351+00,Other jump to lower level 6 to 10 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015108004,OSHA_SIR,2015108004,An employee was shocked when the trackhoe he was loading onto a trailer made contact with power lines.,UNCERTAIN,SIF_POTENTIAL,0.70,An employee was shocked when the trackhoe he was loading onto a trailer made contact with power lines.,Narrative explicitly supports a credible SIF mechanism: electrical contact.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 19:37:02.740667+00,"Indirect exposure to electricity, greater than 220 volts",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015118254,OSHA_SIR,2015118254,An employee was rigging up a swab lubricator when he tripped on an uneven surface and broke his tibia and dislocated the fibula.,NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,An employee was rigging up a swab lubricator when he tripped on an uneven surface and broke his tibia and dislocated the fibula.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 20:10:17.913227+00,Fall on same level due to tripping on uneven surface,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015118676,OSHA_SIR,2015118676,"An employee was working in front of the side boom when the employee tripped and fell. The side boom moved forward several feet, and the boom track ran over the employee, fracturing their right leg and foot.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"An employee was working in front of the side boom when the employee tripped and fell. The side boom moved forward several feet, and the boom track ran over the employee, fracturing their right leg and foot.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 13:51:04.774933+00,Pedestrian struck by forward-moving vehicle in nonroadway area,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2015118789,OSHA_SIR,2015118789,"Two maintenance employees were troubleshooting a switch gear at an unmanned pipeline compressor station when an arc flash occurred. One employee was hospitalized after receiving burns on his hands and face. Another employee was treated, but was not hospitalized.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"Two maintenance employees were troubleshooting a switch gear at an unmanned pipeline compressor station when an arc flash occurred. One employee was hospitalized after receiving burns on his hands and face. Another employee was treated, but was not hospitalized.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 07:12:35.223785+00,"Direct exposure to electricity, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
