report_id,scenario_family,primary_lsr_design,secondary_scenario_design,cohort_id,control_state_design,site_trend_design,word_count,normalized_narrative,observed_risk,observed_sif_decision,observed_assigned_lsr_ids,observed_unavailable_rule_ids,meaningful_hazard_extraction
DEMO100-0050,Hot work,LSR05,Mechanical lifting,hot_work-cohort-1,high,rising,108,"at aurora basin in the fabrication bay, the operator prepared hot work during the isolation check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. a secondary check also covered this area, and a portable grinder was isolated before the bay was cleared before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0050 was logged.",High,SIF_POTENTIAL,LSR05,LSR01|LSR02|LSR08,True
DEMO100-0051,Routine work,none,none,routine_work-cohort-1,medium,declining,120,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. standalone sequence 0051 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0052,Work authorization,LSR08,none,work_authorization-cohort-2,low,declining,107,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0052 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0053,Line of fire,LSR06,none,line_of_fire-cohort-1,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0053 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0054,Mechanical lifting,LSR07,Bypassed safety controls,mechanical_lifting-cohort-2,high,declining,127,"at echo valley works in the lifting pad, the driver prepared mechanical lifting during the post-task check stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. a secondary check also covered this area, and the tag line was repositioned before the next lift before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0054 was logged. the crane, hoist, and rigging failed while the load was lifted. standalone sequence 0054 was logged.",High,SIF_POTENTIAL,LSR07,LSR01|LSR02|LSR08,True
DEMO100-0055,Working at height,LSR09,none,working_at_height-cohort-1,low,stable,107,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0055 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0056,Working at height,LSR09,none,working_at_height-cohort-2,medium,declining,120,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. standalone sequence 0056 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0057,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,medium,declining,115,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the task was paused for a control check. standalone sequence 0057 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0058,Confined space,LSR02,none,confined_space-cohort-1,low,stable,108,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0058 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0059,Work authorization,LSR08,Mechanical lifting,work_authorization-cohort-1,low,declining,108,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0059 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0060,Energy isolation,LSR04,none,energy_isolation-cohort-1,low,declining,107,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0060 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0061,Line of fire,LSR06,none,line_of_fire-cohort-2,medium,stable,115,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the barrier was reviewed before the task continued. standalone sequence 0061 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0062,Work authorization,LSR08,none,work_authorization-cohort-2,low,stable,108,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0062 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0063,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,declining,75,"at echo valley works in the valve gallery, the driver prepared valve maintenance during the post-task check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0063 was logged.",High,SIF_POTENTIAL,LSR04,LSR01|LSR02|LSR08,True
DEMO100-0064,Routine work,none,Working at height,routine_work-cohort-2,medium,declining,119,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. standalone sequence 0064 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0065,Mechanical lifting,LSR07,Work authorization,mechanical_lifting-cohort-2,low,rising,106,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0065 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0066,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,high,declining,107,"at echo valley works in the lifting pad, the driver prepared mechanical lifting during the pre-job setup stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0066 was logged. the crane, hoist, and rigging failed while the load was lifted. standalone sequence 0066 was logged.",High,SIF_POTENTIAL,LSR06|LSR07,LSR01|LSR02|LSR08,True
DEMO100-0067,Routine work,none,Energy isolation,routine_work-cohort-1,high,stable,100,"at delta point facility in the workshop aisle, the rigger prepared inspection during the task execution stage. the equipment was hand tool, bench, and disconnected source. a routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. the expected housekeeping, ordinary footing, and task check was not verified. a secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0067 was logged.",High,SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0068,Working at height,LSR09,Work authorization,working_at_height-cohort-1,medium,declining,120,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. standalone sequence 0068 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0069,Energy isolation,LSR04,Hot work,energy_isolation-cohort-1,low,rising,108,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0069 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0070,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,stable,97,"at cedar ridge station in the valve gallery, the operator prepared electrical maintenance during the isolation check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. standalone sequence 0070 was logged.",High,SIF_POTENTIAL,LSR04,LSR01|LSR02|LSR08,True
DEMO100-0071,Working at height,LSR09,none,working_at_height-cohort-2,high,rising,85,"at blue mesa yard in the maintenance platform, the rigger prepared valve maintenance during the post-task check stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0071 was logged.",High,SIF_POTENTIAL,LSR09,LSR01|LSR02|LSR08,True
DEMO100-0072,Line of fire,LSR06,none,line_of_fire-cohort-1,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0072 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0073,Routine work,none,none,routine_work-cohort-2,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0073 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0074,Line of fire,LSR06,none,line_of_fire-cohort-2,high,declining,85,"at echo valley works in the pipe rack laydown area, the supervisor prepared drilling during the pre-job setup stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0074 was logged.",High,SIF_POTENTIAL,LSR06,LSR01|LSR02|LSR08,True
DEMO100-0075,Hot work,LSR05,none,hot_work-cohort-2,high,rising,87,"at aurora basin in the fabrication bay, the supervisor prepared hot work during the pre-job setup stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0075 was logged.",High,SIF_POTENTIAL,LSR05,LSR01|LSR02|LSR08,True
DEMO100-0076,Driving,LSR03,Mechanical lifting,driving-cohort-1,low,declining,106,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0076 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0077,Energy isolation,LSR04,none,energy_isolation-cohort-1,high,declining,75,"at echo valley works in the valve gallery, the operator prepared valve maintenance during the equipment positioning stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0077 was logged.",High,SIF_POTENTIAL,LSR04,LSR01|LSR02|LSR08,True
DEMO100-0078,Line of fire,LSR06,none,line_of_fire-cohort-1,high,rising,85,"at aurora basin in the pipe rack laydown area, the rigger prepared mechanical lifting during the task execution stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0078 was logged.",High,SIF_POTENTIAL,LSR06,LSR01|LSR02|LSR08,True
DEMO100-0079,Hot work,LSR05,none,hot_work-cohort-1,high,rising,87,"at aurora basin in the fabrication bay, the operator prepared hot work during the equipment positioning stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0079 was logged.",High,SIF_POTENTIAL,LSR05,LSR01|LSR02|LSR08,True
DEMO100-0080,Hot work,LSR05,none,hot_work-cohort-2,high,stable,88,"at delta point facility in the fabrication bay, the supervisor prepared hot work during the isolation check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0080 was logged.",High,SIF_POTENTIAL,LSR05,LSR01|LSR02|LSR08,True
DEMO100-0081,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,medium,rising,115,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the task was paused for a control check. standalone sequence 0081 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0082,Driving,LSR03,none,driving-cohort-2,medium,declining,115,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the barrier was reviewed before the task continued. standalone sequence 0082 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0083,Bypassed safety controls,LSR01,Energy isolation,bypassed_safety_controls-cohort-2,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured guard and idle control panel, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0083 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0084,Confined space,LSR02,none,confined_space-cohort-2,low,rising,108,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0084 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0085,Driving,LSR03,none,driving-cohort-1,high,rising,89,"at blue mesa yard in the internal access road, the driver prepared driving during the pre-job setup stage. the equipment was light vehicle and reversing camera. the driver was distracted and the vehicle veered toward a pedestrian. a vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. the expected seatbelt, spotter, speed limit, and journey plan was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0085 was logged.",High,SIF_POTENTIAL,LSR03,LSR01|LSR02|LSR08,True
DEMO100-0086,Bypassed safety controls,LSR01,Confined space,bypassed_safety_controls-cohort-1,low,stable,108,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured guard and idle control panel, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0086 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0087,Work authorization,LSR08,none,work_authorization-cohort-1,medium,rising,120,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. standalone sequence 0087 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0088,Driving,LSR03,none,driving-cohort-2,low,rising,107,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0088 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0089,Working at height,LSR09,Hot work,working_at_height-cohort-1,high,rising,105,"at aurora basin in the maintenance platform, the driver prepared inspection during the pre-job setup stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. a secondary check also covered this area, and a hand tool was lowered to the ground before access resumed before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0089 was logged.",High,SIF_POTENTIAL,LSR09,LSR01|LSR02|LSR08,True
DEMO100-0090,Confined space,LSR02,Hot work,confined_space-cohort-1,medium,rising,121,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. standalone sequence 0090 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0091,Routine work,none,none,routine_work-cohort-1,low,rising,106,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0091 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0092,Working at height,LSR09,none,working_at_height-cohort-2,high,rising,84,"at aurora basin in the maintenance platform, the driver prepared valve maintenance during the pre-job setup stage. the equipment was access ladder, scaffold, and fall-protection lanyard. the worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. the expected guardrail, harness, lanyard, and tie-off point was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0092 was logged.",High,SIF_POTENTIAL,LSR09,LSR01|LSR02|LSR08,True
DEMO100-0093,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,high,rising,90,"at aurora basin in the lifting pad, the technician prepared mechanical lifting during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0093 was logged.",High,SIF_POTENTIAL,LSR06|LSR07,LSR01|LSR02|LSR08,True
DEMO100-0094,Energy isolation,LSR04,Hot work,energy_isolation-cohort-2,low,rising,108,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0094 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0095,Energy isolation,LSR04,none,energy_isolation-cohort-1,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0095 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0096,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,high,declining,107,"at echo valley works in the lifting pad, the technician prepared mechanical lifting during the isolation check stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. standalone sequence 0096 was logged. the crane, hoist, and rigging failed while the load was lifted. standalone sequence 0096 was logged.",High,SIF_POTENTIAL,LSR07,LSR01|LSR02|LSR08,True
DEMO100-0097,Confined space,LSR02,Routine work,confined_space-cohort-2,medium,rising,121,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. standalone sequence 0097 was logged.",Medium,HUMAN_REVIEW,,LSR01|LSR02|LSR08,True
DEMO100-0098,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,low,rising,106,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0098 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
DEMO100-0099,Work authorization,LSR08,none,work_authorization-cohort-2,low,rising,107,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. standalone sequence 0099 was logged.",Low,NON_SIF_POTENTIAL,,LSR01|LSR02|LSR08,True
