report_id,report_date,site,activity,report_type,narrative,source
DEMO100-0053,2026-08-19,Blue Mesa Yard,Mechanical Lifting,Unsafe Act,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0053 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0054,2026-08-20,Echo Valley Works,Mechanical Lifting,Near Miss,"At Echo Valley Works in the lifting pad, the driver prepared mechanical lifting during the post-task check stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. A secondary check also covered this area, and the tag line was repositioned before the next lift before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0054 was logged. The crane, hoist, and rigging failed while the load was lifted. Standalone sequence 0054 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0055,2026-08-20,Delta Point Facility,Inspection,Unsafe Act,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0055 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0056,2026-08-21,Echo Valley Works,Valve Maintenance,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Standalone sequence 0056 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0057,2026-08-21,Echo Valley Works,Mechanical Lifting,Unsafe Condition,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The task was paused for a control check. Standalone sequence 0057 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0058,2026-08-21,Delta Point Facility,Inspection,Unsafe Act,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0058 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0059,2026-08-21,Echo Valley Works,Valve Maintenance,Unsafe Act,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0059 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0060,2026-08-21,Frostline Depot,Electrical Maintenance,Unsafe Act,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0060 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0061,2026-08-24,Cedar Ridge Station,Drilling,Unsafe Condition,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The barrier was reviewed before the task continued. Standalone sequence 0061 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0062,2026-08-24,Cedar Ridge Station,Drilling,Unsafe Condition,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0062 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0063,2026-08-25,Echo Valley Works,Valve Maintenance,Incident,"At Echo Valley Works in the valve gallery, the driver prepared valve maintenance during the post-task check stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0063 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0064,2026-08-25,Frostline Depot,Inspection,Near Miss,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Standalone sequence 0064 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0065,2026-08-25,Aurora Basin,Mechanical Lifting,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0065 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0066,2026-08-26,Echo Valley Works,Mechanical Lifting,Incident,"At Echo Valley Works in the lifting pad, the driver prepared mechanical lifting during the pre-job setup stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0066 was logged. The crane, hoist, and rigging failed while the load was lifted. Standalone sequence 0066 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0067,2026-08-26,Delta Point Facility,Inspection,Near Miss,"At Delta Point Facility in the workshop aisle, the rigger prepared inspection during the task execution stage. The equipment was hand tool, bench, and disconnected source. A routine task continued after a minor control deviation was observed. a worker walked close to the obstruction. The expected housekeeping, ordinary footing, and task check was not verified. A secondary check also covered this area, and a loose label was replaced on a stored tool before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0067 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0068,2026-08-26,Echo Valley Works,Inspection,Unsafe Condition,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Standalone sequence 0068 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0069,2026-08-26,Blue Mesa Yard,Pressure Testing,Unsafe Act,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0069 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0070,2026-08-27,Cedar Ridge Station,Electrical Maintenance,Near Miss,"At Cedar Ridge Station in the valve gallery, the operator prepared electrical maintenance during the isolation check stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. The task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. Standalone sequence 0070 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0071,2026-08-27,Blue Mesa Yard,Valve Maintenance,Near Miss,"At Blue Mesa Yard in the maintenance platform, the rigger prepared valve maintenance during the post-task check stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0071 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0072,2026-08-27,Blue Mesa Yard,Mechanical Lifting,Unsafe Act,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0072 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0073,2026-08-27,Blue Mesa Yard,Inspection,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0073 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0074,2026-08-28,Echo Valley Works,Drilling,Incident,"At Echo Valley Works in the pipe rack laydown area, the supervisor prepared drilling during the pre-job setup stage. The equipment was pipe spool and temporary lifting frame. A suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. The expected exclusion zone, tag line, and hands-off positioning was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0074 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0075,2026-08-31,Aurora Basin,Hot Work,Near Miss,"At Aurora Basin in the fabrication bay, the supervisor prepared hot work during the pre-job setup stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0075 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0076,2026-08-31,Frostline Depot,Driving,Unsafe Act,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0076 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0077,2026-09-01,Echo Valley Works,Valve Maintenance,Incident,"At Echo Valley Works in the valve gallery, the operator prepared valve maintenance during the equipment positioning stage. The equipment was process valve and stored-pressure line. Stored pressure was not completely isolated. the technician stood in the pressure release path. The expected lockout, drain, and zero-energy verification was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0077 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0078,2026-09-01,Aurora Basin,Mechanical Lifting,Incident,"At Aurora Basin in the pipe rack laydown area, the rigger prepared mechanical lifting during the task execution stage. The equipment was pipe spool and temporary lifting frame. A suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. The expected exclusion zone, tag line, and hands-off positioning was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0078 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0079,2026-09-02,Aurora Basin,Hot Work,Incident,"At Aurora Basin in the fabrication bay, the operator prepared hot work during the equipment positioning stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0079 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0080,2026-09-02,Delta Point Facility,Hot Work,Near Miss,"At Delta Point Facility in the fabrication bay, the supervisor prepared hot work during the isolation check stage. The equipment was welding torch, gas cylinder, and nearby vapour source. Welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. The expected permit, gas test, fire watch, and ignition-source control was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0080 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0081,2026-09-02,Blue Mesa Yard,Mechanical Lifting,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The task was paused for a control check. Standalone sequence 0081 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0082,2026-09-02,Echo Valley Works,Driving,Unsafe Condition,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The barrier was reviewed before the task continued. Standalone sequence 0082 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0083,2026-09-02,Aurora Basin,Electrical Maintenance,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0083 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0084,2026-09-02,Blue Mesa Yard,Inspection,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0084 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0085,2026-09-04,Blue Mesa Yard,Driving,Near Miss,"At Blue Mesa Yard in the internal access road, the driver prepared driving during the pre-job setup stage. The equipment was light vehicle and reversing camera. The driver was distracted and the vehicle veered toward a pedestrian. A vehicle crash was narrowly avoided. a pedestrian was within the vehicle line of travel. The expected seatbelt, spotter, speed limit, and journey plan was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0085 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0086,2026-09-04,Delta Point Facility,Electrical Maintenance,Near Miss,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0086 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0087,2026-09-07,Aurora Basin,Valve Maintenance,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Standalone sequence 0087 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0088,2026-09-07,Blue Mesa Yard,Driving,Unsafe Act,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0088 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0089,2026-09-08,Aurora Basin,Inspection,Near Miss,"At Aurora Basin in the maintenance platform, the driver prepared inspection during the pre-job setup stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. A secondary check also covered this area, and a hand tool was lowered to the ground before access resumed before work stopped. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0089 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0090,2026-09-08,Blue Mesa Yard,Inspection,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Standalone sequence 0090 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0091,2026-09-08,Aurora Basin,Inspection,Unsafe Condition,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0091 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0092,2026-09-09,Aurora Basin,Valve Maintenance,Incident,"At Aurora Basin in the maintenance platform, the driver prepared valve maintenance during the pre-job setup stage. The equipment was access ladder, scaffold, and fall-protection lanyard. The worker was working at height without fall protection, harness, or lanyard. the worker was positioned at height above the lower deck. The expected guardrail, harness, lanyard, and tie-off point was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0092 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0093,2026-09-10,Aurora Basin,Mechanical Lifting,Near Miss,"At Aurora Basin in the lifting pad, the technician prepared mechanical lifting during the equipment positioning stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0093 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0094,2026-09-10,Blue Mesa Yard,Pressure Testing,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0094 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0095,2026-09-10,Aurora Basin,Electrical Maintenance,Unsafe Act,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0095 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0096,2026-09-11,Echo Valley Works,Mechanical Lifting,Near Miss,"At Echo Valley Works in the lifting pad, the technician prepared mechanical lifting during the isolation check stage. The equipment was crane, sling, and suspended load. The crane, hoist, and rigging failed while the load was lifted. A suspended load fell and struck a worker. the rigger was under or beside the suspended load. The expected lift plan, inspected rigging, and exclusion zone was not verified. No serious injury occurred, but severe harm was credible. Work stopped, the control was restored, and the event was recorded. Standalone sequence 0096 was logged. The crane, hoist, and rigging failed while the load was lifted. Standalone sequence 0096 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0097,2026-09-11,Blue Mesa Yard,Inspection,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Standalone sequence 0097 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0098,2026-09-11,Aurora Basin,Mechanical Lifting,Unsafe Condition,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0098 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0099,2026-09-11,Aurora Basin,Drilling,Unsafe Condition,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0099 was logged.",synthetic_judge_demo_100_v0_1
DEMO100-0100,2026-09-11,Delta Point Facility,Electrical Maintenance,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Standalone sequence 0100 was logged.",synthetic_judge_demo_100_v0_1
